Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:27
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP   sigma_xx   sigma_yy     tau_xy 
Units                    MPa        MPa        MPa 
    1   122     1  1.4729778 -0.0104669  0.0077671 
    1   122     2  1.4816907 -0.0078566  0.0076782 
    1   122     3  1.4728152 -0.0104290  0.0107615 
    1   122     4  1.4816628 -0.0077724  0.0108762 
    1   123     1  1.4735787 -0.0109748  0.0122610 
    1   123     2  1.4734325 -0.0097067  0.0091623 
    1   123     3  1.4815627 -0.0084977  0.0116166 
    1   123     4  1.4818438 -0.0070745  0.0084300 
    1   124     1  1.4672508 -0.0081248  0.0124026 
    1   124     2  1.4562665 -0.0114321  0.0121347 
    1   124     3  1.4667430 -0.0086808  0.0082170 
    1   124     4  1.4569709 -0.0115705  0.0085230 
    1   125     1  1.4679388 -0.0093125  0.0082683 
    1   125     2  1.4678089 -0.0084863  0.0113462 
    1   125     3  1.4597696 -0.0118413  0.0076823 
    1   125     4  1.4591612 -0.0111542  0.0107583 
    1   126     1  1.4405076 -0.0107472  0.0093182 
    1   126     2  1.4389556 -0.0093253  0.0126293 
    1   126     3  1.4316125 -0.0137990  0.0079713 
    1   126     4  1.4310336 -0.0123483  0.0108763 
    1   127     1  1.4478757 -0.0130743  0.0077751 
    1   127     2  1.4545131 -0.0106710  0.0089837 
    1   127     3  1.4468496 -0.0114718  0.0100971 
    1   127     4  1.4540573 -0.0088390  0.0114386 
    1   128     1  1.4422515 -0.0125076  0.0118323 
    1   128     2  1.4438803 -0.0146453  0.0090555 
    1   128     3  1.4509736 -0.0091304  0.0136971 
    1   128     4  1.4513880 -0.0114056  0.0110363 
    1   129     1  1.4346203 -0.0111250  0.0137392 
    1   129     2  1.4293407 -0.0129587  0.0128971 
    1   129     3  1.4357306 -0.0120483  0.0120105 
    1   129     4  1.4293598 -0.0145751  0.0105370 
    1   130     1  1.4363405 -0.0162151  0.0122148 
    1   130     2  1.4396813 -0.0120022  0.0144296 
    1   130     3  1.4361720 -0.0118455  0.0119276 
    1   130     4  1.4392397 -0.0085639  0.0139838 
    1   131     1  1.4269549 -0.0123822  0.0125796 
    1   131     2  1.4273594 -0.0153648  0.0124514 
    1   131     3  1.4299816 -0.0091964  0.0143286 
    1   131     4  1.4310725 -0.0123030  0.0145071 
    1   132     1  1.4189881 -0.0092598  0.0146149 
    1   132     2  1.4159122 -0.0147079  0.0121769 
    1   132     3  1.4183637 -0.0148786  0.0154468 
    1   132     4  1.4159544 -0.0184652  0.0133370 
    1   133     1  1.4274616 -0.0134043  0.0146130 
    1   133     2  1.4281006 -0.0102959  0.0139877 
    1   133     3  1.4262552 -0.0162207  0.0135092 
    1   133     4  1.4266925 -0.0132006  0.0124132 
    1   134     1  1.4508523 -0.0111630  0.0143523 
    1   134     2  1.4529869 -0.0070617  0.0125872 
    1   134     3  1.4503959 -0.0154133  0.0134251 
    1   134     4  1.4524396 -0.0112410  0.0118302 
    1   135     1  1.4633034 -0.0142341  0.0148611 
    1   135     2  1.4627781 -0.0098640  0.0153500 
    1   135     3  1.4671588 -0.0094213  0.0123291 
    1   135     4  1.4660511 -0.0062456  0.0131870 
    1   136     1  1.4515093 -0.0097575  0.0151965 
    1   136     2  1.4422120 -0.0146994  0.0183520 
    1   136     3  1.4479556 -0.0068222  0.0130940 
    1   136     4  1.4403740 -0.0114430  0.0160725 
    1   137     1  1.4385530 -0.0089771  0.0129243 
    1   137     2  1.4401552 -0.0109238  0.0133576 
    1   137     3  1.4347166 -0.0114527  0.0145245 
    1   137     4  1.4353782 -0.0148094  0.0156468 
    1   138     1  1.4723501 -0.0107690  0.0124514 
    1   138     2  1.4752201 -0.0125460  0.0109437 
    1   138     3  1.4807018 -0.0069188  0.0148556 
    1   138     4  1.4804442 -0.0095300  0.0129050 
    1   139     1  1.4674818 -0.0062647  0.0100642 
    1   139     2  1.4690566 -0.0100073  0.0125243 
    1   139     3  1.4600997 -0.0107032  0.0129065 
    1   139     4  1.4627279 -0.0126939  0.0142297 
    1   140     1  1.4739974 -0.0110534  0.0097313 
    1   140     2  1.4818005 -0.0086666  0.0102216 
    1   140     3  1.4755136 -0.0101908  0.0129057 
    1   140     4  1.4821898 -0.0082008  0.0129233 
    1   141     1  1.4599274 -0.0054520  0.0169573 
    1   141     2  1.4558803 -0.0111677  0.0143314 
    1   141     3  1.4597776 -0.0110821  0.0169799 
    1   141     4  1.4567826 -0.0141245  0.0150104 
    1   142     1  1.4666321 -0.0110996  0.0142001 
    1   142     2  1.4789910 -0.0066242  0.0119444 
    1   142     3  1.4704469 -0.0127754  0.0173136 
    1   142     4  1.4789351 -0.0091064  0.0150226 
    1   143     1  1.4667364 -0.0111806  0.0170417 
    1   143     2  1.4690990 -0.0113569  0.0131858 
    1   143     3  1.4776379 -0.0079148  0.0173515 
    1   143     4  1.4779046 -0.0086021  0.0139545 
    1   144     1  1.4182625 -0.0158027  0.0192469 
    1   144     2  1.4185753 -0.0136954  0.0142687 
    1   144     3  1.4338667 -0.0109840  0.0180616 
    1   144     4  1.4310769 -0.0098863  0.0134459 
    1   145     1  1.4089496 -0.0123134  0.0210210 
    1   145     2  1.3953472 -0.0165051  0.0201125 
    1   145     3  1.4096309 -0.0131578  0.0162016 
    1   145     4  1.3965206 -0.0171755  0.0154290 
    1   146     1  1.4130413 -0.0126229  0.0144803 
    1   146     2  1.4113597 -0.0099995  0.0187736 
    1   146     3  1.4015103 -0.0166424  0.0126150 
    1   146     4  1.4003549 -0.0144644  0.0160990 
    1   147     1  1.4212722 -0.0138622  0.0129710 
    1   147     2  1.4284558 -0.0117144  0.0131704 
    1   147     3  1.4204044 -0.0135159  0.0154902 
    1   147     4  1.4298620 -0.0104881  0.0165926 
    1   148     1  1.4068343 -0.0128272  0.0177515 
    1   148     2  1.4057131 -0.0127777  0.0227162 
    1   148     3  1.3930673 -0.0169900  0.0171857 
    1   148     4  1.3914934 -0.0170745  0.0221677 
    1   149     1  1.4169697 -0.0155443  0.0159888 
    1   149     2  1.4328448 -0.0107084  0.0167897 
    1   149     3  1.4156283 -0.0150394  0.0216483 
    1   149     4  1.4307145 -0.0105122  0.0219807 
    1   150     1  1.4109928 -0.0145666  0.0231947 
    1   150     2  1.4125263 -0.0151172  0.0182362 
    1   150     3  1.4253398 -0.0101520  0.0241320 
    1   150     4  1.4268016 -0.0107419  0.0190830 
    1   151     1  1.4012251 -0.0123475  0.0253771 
    1   151     2  1.3869394 -0.0167292  0.0245159 
    1   151     3  1.4028367 -0.0129121  0.0203889 
    1   151     4  1.3886793 -0.0172614  0.0195023 
    1   152     1  1.4548504 -0.0088549  0.0163385 
    1   152     2  1.4529372 -0.0065508  0.0211606 
    1   152     3  1.4418182 -0.0132392  0.0145175 
    1   152     4  1.4403780 -0.0112444  0.0185969 
    1   153     1  1.4649348 -0.0114296  0.0140485 
    1   153     2  1.4755782 -0.0080151  0.0152215 
    1   153     3  1.4638357 -0.0097878  0.0176332 
    1   153     4  1.4757483 -0.0058133  0.0192302 
    1   154     1  1.4590630 -0.0114130  0.0205467 
    1   154     2  1.4600904 -0.0108402  0.0157910 
    1   154     3  1.4736547 -0.0070558  0.0207992 
    1   154     4  1.4740264 -0.0066649  0.0157836 
    1   155     1  1.4496605 -0.0085398  0.0228954 
    1   155     2  1.4349729 -0.0130121  0.0221154 
    1   155     3  1.4508435 -0.0088242  0.0177268 
    1   155     4  1.4364089 -0.0132013  0.0171075 
    1   156     1  1.4077620 -0.0150691  0.0205567 
    1   156     2  1.4224328 -0.0106325  0.0211099 
    1   156     3  1.4060127 -0.0150882  0.0256332 
    1   156     4  1.4209295 -0.0105711  0.0262574 
    1   157     1  1.4008374 -0.0154256  0.0280710 
    1   157     2  1.4027502 -0.0149979  0.0228759 
    1   157     3  1.4163730 -0.0107557  0.0284627 
    1   157     4  1.4179654 -0.0104259  0.0231997 
    1   158     1  1.3903791 -0.0129547  0.0302519 
    1   158     2  1.3754244 -0.0174727  0.0296780 
    1   158     3  1.3924438 -0.0127248  0.0250678 
    1   158     4  1.3777434 -0.0171607  0.0245740 
    1   159     1  1.3977642 -0.0128934  0.0227373 
    1   159     2  1.3959290 -0.0126417  0.0277827 
    1   159     3  1.3835248 -0.0172352  0.0219911 
    1   159     4  1.3814607 -0.0170605  0.0269788 
    1   160     1  1.4428735 -0.0087476  0.0265819 
    1   160     2  1.4267807 -0.0135725  0.0263837 
    1   160     3  1.4438663 -0.0083824  0.0212051 
    1   160     4  1.4281871 -0.0130836  0.0210295 
    1   161     1  1.4472475 -0.0085837  0.0193837 
    1   161     2  1.4462641 -0.0086664  0.0246433 
    1   161     3  1.4322710 -0.0130863  0.0190610 
    1   161     4  1.4309057 -0.0132868  0.0242388 
    1   162     1  1.4569275 -0.0115524  0.0175091 
    1   162     2  1.4722359 -0.0069607  0.0175597 
    1   162     3  1.4561788 -0.0118313  0.0229275 
    1   162     4  1.4720254 -0.0070777  0.0229366 
    1   163     1  1.4530898 -0.0119750  0.0245396 
    1   163     2  1.4539622 -0.0110594  0.0190435 
    1   163     3  1.4695707 -0.0070421  0.0243695 
    1   163     4  1.4699619 -0.0062711  0.0188834 
    1   164     1  1.3635254 -0.0188181  0.0253312 
    1   164     2  1.3654961 -0.0196160  0.0206115 
    1   164     3  1.3771401 -0.0145542  0.0264804 
    1   164     4  1.3788181 -0.0154436  0.0217361 
    1   165     1  1.3537651 -0.0165601  0.0275462 
    1   165     2  1.3409835 -0.0207578  0.0259723 
    1   165     3  1.3555901 -0.0181399  0.0231402 
    1   165     4  1.3431371 -0.0222364  0.0215927 
    1   166     1  1.3612719 -0.0177318  0.0206088 
    1   166     2  1.3596680 -0.0163390  0.0249477 
    1   166     3  1.3490296 -0.0217116  0.0191910 
    1   166     4  1.3471717 -0.0203890  0.0235296 
    1   167     1  1.3706508 -0.0194140  0.0182394 
    1   167     2  1.3836282 -0.0153506  0.0193315 
    1   167     3  1.3689572 -0.0185655  0.0228568 
    1   167     4  1.3822160 -0.0144168  0.0239625 
    1   168     1  1.3198128 -0.0225747  0.0263303 
    1   168     2  1.3219875 -0.0248105  0.0225130 
    1   168     3  1.3313072 -0.0184882  0.0283059 
    1   168     4  1.3331401 -0.0208014  0.0244914 
    1   169     1  1.3102966 -0.0206575  0.0286554 
    1   169     2  1.3004079 -0.0244881  0.0265278 
    1   169     3  1.3120514 -0.0233797  0.0254578 
    1   169     4  1.3022688 -0.0272469  0.0232714 
    1   170     1  1.3188088 -0.0227388  0.0224118 
    1   170     2  1.3171932 -0.0201705  0.0259448 
    1   170     3  1.3083800 -0.0266223  0.0203717 
    1   170     4  1.3064527 -0.0241202  0.0239043 
    1   171     1  1.3280963 -0.0240553  0.0200137 
    1   171     2  1.3396122 -0.0201248  0.0217199 
    1   171     3  1.3261481 -0.0223183  0.0240456 
    1   171     4  1.3378925 -0.0183440  0.0257240 
    1   172     1  1.3736779 -0.0178937  0.0205264 
    1   172     2  1.3749710 -0.0191621  0.0160067 
    1   172     3  1.3865923 -0.0138013  0.0217548 
    1   172     4  1.3877548 -0.0151200  0.0171981 
    1   173     1  1.3649196 -0.0159367  0.0223880 
    1   173     2  1.3525496 -0.0198906  0.0211107 
    1   173     3  1.3661544 -0.0174604  0.0181132 
    1   173     4  1.3539891 -0.0213917  0.0167587 
    1   174     1  1.3692787 -0.0170705  0.0151669 
    1   174     2  1.3687084 -0.0166571  0.0194770 
    1   174     3  1.3572777 -0.0207293  0.0145153 
    1   174     4  1.3560905 -0.0204720  0.0190288 
    1   175     1  1.3783452 -0.0192732  0.0138122 
    1   175     2  1.3933578 -0.0146567  0.0147672 
    1   175     3  1.3775153 -0.0182896  0.0192182 
    1   175     4  1.3914932 -0.0141028  0.0196159 
    1   176     1  1.3318633 -0.0222851  0.0215610 
    1   176     2  1.3334944 -0.0237537  0.0175301 
    1   176     3  1.3434872 -0.0184219  0.0230889 
    1   176     4  1.3449240 -0.0199584  0.0190254 
    1   177     1  1.3229835 -0.0209080  0.0237953 
    1   177     2  1.3115112 -0.0246888  0.0223529 
    1   177     3  1.3246920 -0.0222269  0.0198422 
    1   177     4  1.3133017 -0.0260449  0.0182681 
    1   178     1  1.3294673 -0.0217845  0.0170926 
    1   178     2  1.3276072 -0.0190977  0.0212853 
    1   178     3  1.3174752 -0.0260911  0.0149672 
    1   178     4  1.3166307 -0.0234503  0.0187862 
    1   179     1  1.3396482 -0.0235324  0.0149435 
    1   179     2  1.3490772 -0.0202200  0.0165212 
    1   179     3  1.3381918 -0.0213904  0.0181895 
    1   179     4  1.3483909 -0.0177993  0.0199069 
    1   180     1  1.3787809 -0.0201968  0.0171335 
    1   180     2  1.3780085 -0.0175668  0.0121379 
    1   180     3  1.3934665 -0.0153274  0.0152103 
    1   180     4  1.3909138 -0.0135271  0.0108707 
    1   181     1  1.3702927 -0.0174442  0.0171990 
    1   181     2  1.3582349 -0.0211116  0.0177835 
    1   181     3  1.3698841 -0.0169905  0.0131056 
    1   181     4  1.3581179 -0.0205208  0.0133312 
    1   182     1  1.3677079 -0.0162116  0.0104213 
    1   182     2  1.3689653 -0.0179501  0.0142387 
    1   182     3  1.3562587 -0.0199434  0.0117941 
    1   182     4  1.3576234 -0.0217805  0.0158453 
    1   183     1  1.3752415 -0.0180001  0.0111699 
    1   183     2  1.3864987 -0.0141492  0.0094836 
    1   183     3  1.3765116 -0.0200769  0.0150973 
    1   183     4  1.3879675 -0.0161855  0.0134262 
    1   184     1  1.3396844 -0.0216770  0.0141304 
    1   184     2  1.3496685 -0.0179720  0.0120689 
    1   184     3  1.3426881 -0.0241472  0.0167211 
    1   184     4  1.3505879 -0.0207119  0.0146388 
    1   185     1  1.3407241 -0.0220997  0.0170863 
    1   185     2  1.3427693 -0.0227000  0.0134206 
    1   185     3  1.3515895 -0.0188767  0.0174442 
    1   185     4  1.3516039 -0.0198992  0.0142688 
    1   186     1  1.3349941 -0.0168489  0.0160405 
    1   186     2  1.3318483 -0.0229774  0.0137465 
    1   186     3  1.3340152 -0.0233679  0.0166098 
    1   186     4  1.3318746 -0.0263442  0.0147168 
    1   187     1  1.3655816 -0.0187615  0.0125385 
    1   187     2  1.3546211 -0.0227064  0.0145051 
    1   187     3  1.3644196 -0.0159603  0.0086764 
    1   187     4  1.3528264 -0.0201355  0.0107599 
    1   188     1  1.3621484 -0.0159934  0.0067420 
    1   188     2  1.3627426 -0.0181762  0.0123780 
    1   188     3  1.3476216 -0.0206447  0.0082547 
    1   188     4  1.3492480 -0.0221078  0.0128485 
    1   189     1  1.3711915 -0.0187056  0.0067561 
    1   189     2  1.3819317 -0.0154276  0.0061460 
    1   189     3  1.3717064 -0.0190869  0.0107212 
    1   189     4  1.3830385 -0.0156508  0.0102448 
    1   190     1  1.3734088 -0.0202473  0.0133664 
    1   190     2  1.3721029 -0.0185915  0.0092998 
    1   190     3  1.3850965 -0.0164675  0.0120439 
    1   190     4  1.3838460 -0.0147234  0.0078286 
    1   191     1  1.3268372 -0.0232418  0.0104551 
    1   191     2  1.3394613 -0.0172416  0.0066765 
    1   191     3  1.3297216 -0.0276702  0.0137915 
    1   191     4  1.3405373 -0.0221766  0.0102987 
    1   192     1  1.3375951 -0.0255313  0.0156376 
    1   192     2  1.3355134 -0.0215792  0.0134179 
    1   192     3  1.3460766 -0.0213186  0.0129089 
    1   192     4  1.3449056 -0.0167706  0.0103130 
    1   193     1  1.3256609 -0.0227374  0.0139896 
    1   193     2  1.3167379 -0.0284719  0.0176638 
    1   193     3  1.3235919 -0.0168443  0.0119659 
    1   193     4  1.3150052 -0.0233237  0.0158843 
    1   194     1  1.3141462 -0.0193966  0.0089881 
    1   194     2  1.3159601 -0.0243726  0.0108389 
    1   194     3  1.3055290 -0.0245616  0.0123550 
    1   194     4  1.3072613 -0.0297661  0.0143134 
    1   195     1  1.4106354 -0.0138287  0.0135571 
    1   195     2  1.4013862 -0.0181163  0.0162650 
    1   195     3  1.4082417 -0.0098933  0.0107968 
    1   195     4  1.4000285 -0.0147586  0.0139272 
    1   196     1  1.4052243 -0.0125981  0.0083912 
    1   196     2  1.4066618 -0.0146282  0.0122989 
    1   196     3  1.3941886 -0.0164550  0.0101784 
    1   196     4  1.3956288 -0.0183844  0.0139226 
    1   197     1  1.4134235 -0.0154375  0.0092742 
    1   197     2  1.4257067 -0.0116639  0.0084447 
    1   197     3  1.4146909 -0.0156921  0.0133606 
    1   197     4  1.4249477 -0.0125395  0.0126581 
    1   198     1  1.4193191 -0.0155413  0.0142946 
    1   198     2  1.4180478 -0.0141280  0.0127700 
    1   198     3  1.4245513 -0.0135929  0.0132252 
    1   198     4  1.4244855 -0.0110690  0.0108286 
    1   199     1  1.4041207 -0.0144237  0.0110778 
    1   199     2  1.3928864 -0.0180290  0.0122680 
    1   199     3  1.4027992 -0.0132827  0.0070560 
    1   199     4  1.3915943 -0.0168973  0.0082931 
    1   200     1  1.4000985 -0.0132129  0.0053867 
    1   200     2  1.4014238 -0.0145655  0.0092184 
    1   200     3  1.3893456 -0.0167013  0.0066155 
    1   200     4  1.3903490 -0.0181690  0.0105080 
    1   201     1  1.4074302 -0.0150435  0.0063850 
    1   201     2  1.4178129 -0.0114587  0.0047756 
    1   201     3  1.4086455 -0.0169101  0.0099747 
    1   201     4  1.4191465 -0.0133502  0.0084557 
    1   202     1  1.4120999 -0.0169979  0.0115064 
    1   202     2  1.4106685 -0.0148244  0.0074655 
    1   202     3  1.4240049 -0.0128983  0.0096764 
    1   202     4  1.4216786 -0.0111579  0.0059727 
    1   203     1  1.4726743 -0.0114324 -0.0013673 
    1   203     2  1.4834942 -0.0081749 -0.0010844 
    1   203     3  1.4728990 -0.0108133  0.0027174 
    1   203     4  1.4836844 -0.0075747  0.0029365 
    1   204     1  1.4728816 -0.0110046  0.0036978 
    1   204     2  1.4727226 -0.0111344 -0.0001651 
    1   204     3  1.4833553 -0.0078602  0.0038391 
    1   204     4  1.4832933 -0.0079606 -7.58e-006 
    1   205     1  1.4663948 -0.0090678  0.0039546 
    1   205     2  1.4557530 -0.0122604  0.0039867 
    1   205     3  1.4662137 -0.0090645  0.0000678 
    1   205     4  1.4554878 -0.0122827  0.0001220 
    1   206     1  1.4660998 -0.0091376 -0.0012454 
    1   206     2  1.4661819 -0.0090523  0.0026943 
    1   206     3  1.4553425 -0.0123647 -0.0012652 
    1   206     4  1.4554502 -0.0122717  0.0026727 
    2     1     1  1.2176740 -0.0277381  0.0456509 
    2     1     2  1.2182083 -0.0296456  0.0518818 
    2     1     3  1.1997741 -0.0332964  0.0470134 
    2     1     4  1.1994198 -0.0353376  0.0528820 
    2     2     1  1.2282492 -0.0303577  0.0454131 
    2     2     2  1.2451008 -0.0248693  0.0434348 
    2     2     3  1.2290050 -0.0321201  0.0501863 
    2     2     4  1.2467016 -0.0266858  0.0489058 
    2     3     1  1.2314517 -0.0338306  0.0539881 
    2     3     2  1.2304626 -0.0282709  0.0483226 
    2     3     3  1.2545008 -0.0251707  0.0492559 
    2     3     4  1.2492648 -0.0211818  0.0444377 
    2     4     1  1.2177164 -0.0303282  0.0555700 
    2     4     2  1.1967530 -0.0369774  0.0575991 
    2     4     3  1.2174184 -0.0277165  0.0490473 
    2     4     4  1.1973259 -0.0341339  0.0510997 
    2     5     1  1.2134455 -0.0313916  0.0640659 
    2     5     2  1.1895258 -0.0396324  0.0679577 
    2     5     3  1.2149308 -0.0250442  0.0568707 
    2     5     4  1.1913543 -0.0331628  0.0607018 
    2     6     1  1.2163175 -0.0270880  0.0520471 
    2     6     2  1.2158784 -0.0310646  0.0586435 
    2     6     3  1.1955329 -0.0339684  0.0547633 
    2     6     4  1.1944903 -0.0381024  0.0613663 
    2     7     1  1.2316907 -0.0299648  0.0505017 
    2     7     2  1.2563003 -0.0220253  0.0477571 
    2     7     3  1.2309527 -0.0339701  0.0582393 
    2     7     4  1.2540018 -0.0262431  0.0550775 
    2     8     1  1.2275123 -0.0328847  0.0619900 
    2     8     2  1.2283678 -0.0289238  0.0554519 
    2     8     3  1.2487265 -0.0260390  0.0595375 
    2     8     4  1.2501094 -0.0217583  0.0526767 
    2     9     1  1.2819628 -0.0218562  0.0556727 
    2     9     2  1.2620274 -0.0279569  0.0569638 
    2     9     3  1.2846251 -0.0186631  0.0488557 
    2     9     4  1.2634848 -0.0251878  0.0503793 
    2    10     1  1.2921699 -0.0182083  0.0452314 
    2    10     2  1.2879481 -0.0201887  0.0529215 
    2    10     3  1.2693705 -0.0250445  0.0454814 
    2    10     4  1.2671392 -0.0263490  0.0523040 
