Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:49
-----------------------------------------------------------------------------
Output data for request: PRINCIPAL_STRESS
Description: Principal Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP       Max.       Min.     vmax_x     vmax_y     vmin_x     vmin_y 
Units                    MPa        MPa          m          m          m          m 
    4  1640     1  1.6387256 -0.0013736  0.9999992  0.0012578 -0.0012578  0.9999992 
    4  1640     2  1.6351743 -0.0025782  0.9999988  0.0015706 -0.0015706  0.9999988 
    4  1640     3  1.6386039 -0.0007613  0.9999999  0.0005454 -0.0005454  0.9999999 
    4  1640     4  1.6350646 -0.0019681  0.9999996  0.0008643 -0.0008643  0.9999996 
    4  1641     1  1.6382456 -0.0007973  0.9999999  0.0004626 -0.0004626  0.9999999 
    4  1641     2  1.6383087 -0.0013839  0.9999993  0.0011810 -0.0011810  0.9999993 
    4  1641     3  1.6346943 -0.0019868  0.9999997  0.0007585 -0.0007585  0.9999997 
    4  1641     4  1.6347440 -0.0025730  0.9999989  0.0014719 -0.0014719  0.9999989 
    4  1642     1  1.6404182 -0.0018266  0.9999998  0.0006988 -0.0006988  0.9999998 
    4  1642     2  1.6439200 -0.0006494  0.9999999  0.0004031 -0.0004031  0.9999999 
    4  1642     3  1.6404844 -0.0024031  0.9999990  0.0013956 -0.0013956  0.9999990 
    4  1642     4  1.6439908 -0.0012302  0.9999994  0.0011065 -0.0011065  0.9999994 
    4  1643     1  1.6409341 -0.0024129  0.9999989  0.0014879 -0.0014879  0.9999989 
    4  1643     2  1.6408173 -0.0018007  0.9999997  0.0008018 -0.0008018  0.9999997 
    4  1643     3  1.6444110 -0.0012250  0.9999993  0.0011734 -0.0011734  0.9999993 
    4  1643     4  1.6442905 -0.0006056  0.9999999  0.0004785 -0.0004785  0.9999999 
    4  1644     1  1.6514376 -0.0010513  0.9999993  0.0012207 -0.0012207  0.9999993 
    4  1644     2  1.6481418 -0.0022215  0.9999988  0.0015613 -0.0015613  0.9999988 
    4  1644     3  1.6511172 -0.0004456  0.9999998  0.0005738 -0.0005738  0.9999998 
    4  1644     4  1.6478169 -0.0016320  0.9999996  0.0009290 -0.0009290  0.9999996 
    4  1645     1  1.6504141 -0.0004885  0.9999999  0.0004979 -0.0004979  0.9999999 
    4  1645     2  1.6506711 -0.0010553  0.9999993  0.0011694 -0.0011694  0.9999993 
    4  1645     3  1.6470296 -0.0016610  0.9999997  0.0008202 -0.0008202  0.9999997 
    4  1645     4  1.6472796 -0.0022217  0.9999989  0.0014832 -0.0014832  0.9999989 
    4  1646     1  1.6526493 -0.0015239  0.9999997  0.0007545 -0.0007545  0.9999997 
    4  1646     2  1.6559820 -0.0003757  0.9999999  0.0004446 -0.0004446  0.9999999 
    4  1646     3  1.6529011 -0.0020571  0.9999990  0.0014018 -0.0014018  0.9999990 
    4  1646     4  1.6562295 -0.0009178  0.9999994  0.0011005 -0.0011005  0.9999994 
    4  1647     1  1.6537123 -0.0020550  0.9999989  0.0014734 -0.0014734  0.9999989 
    4  1647     2  1.6534078 -0.0014902  0.9999996  0.0008504 -0.0008504  0.9999996 
    4  1647     3  1.6569550 -0.0009149  0.9999993  0.0011499 -0.0011499  0.9999993 
    4  1647     4  1.6566677 -0.0003359  0.9999999  0.0005170 -0.0005170  0.9999999 
    4  1648     1  1.6615203 -0.0002918  0.9999999  0.0004005 -0.0004005  0.9999999 
    4  1648     2  1.6617770 -0.0007619  0.9999995  0.0010464 -0.0010464  0.9999995 
    4  1648     3  1.6581768 -0.0014167  0.9999998  0.0006812 -0.0006812  0.9999998 
    4  1648     4  1.6584343 -0.0018816  0.9999991  0.0013210 -0.0013210  0.9999991 
    4  1649     1  1.6636998 -0.0012914  0.9999998  0.0006177 -0.0006177  0.9999998 
    4  1649     2  1.6670249 -0.0001783  0.9999999  0.0003458 -0.0003458  0.9999999 
    4  1649     3  1.6639521 -0.0017376  0.9999992  0.0012484 -0.0012484  0.9999992 
    4  1649     4  1.6672725 -0.0006308  0.9999995  0.0009828 -0.0009828  0.9999995 
    4  1650     1  1.6646622 -0.0017285  0.9999991  0.0013143 -0.0013143  0.9999991 
    4  1650     2  1.6643756 -0.0012513  0.9999998  0.0006959 -0.0006959  0.9999998 
    4  1650     3  1.6679249 -0.0006211  0.9999995  0.0010309 -0.0010309  0.9999995 
    4  1650     4  1.6676447 -0.0001375  0.9999999  0.0004071 -0.0004071  0.9999999 
    4  1651     1  1.6624756 -0.0007526  0.9999994  0.0011000 -0.0011000  0.9999994 
    4  1651     2  1.6591879 -0.0018710  0.9999990  0.0013893 -0.0013893  0.9999990 
    4  1651     3  1.6621798 -0.0002695  0.9999999  0.0004714 -0.0004714  0.9999999 
    4  1651     4  1.6588866 -0.0013926  0.9999997  0.0007644 -0.0007644  0.9999997 
    4  1652     1  1.6543858 -0.0014748  0.9999995  0.0009605 -0.0009605  0.9999995 
    4  1652     2  1.6574332 -0.0003584  0.9999998  0.0006152 -0.0006152  0.9999998 
    4  1652     3  1.6548356 -0.0019943  0.9999988  0.0015344 -0.0015344  0.9999988 
    4  1652     4  1.6578229 -0.0009163  0.9999993  0.0012111 -0.0012111  0.9999993 
    4  1653     1  1.6563463 -0.0019272  0.9999988  0.0015517 -0.0015517  0.9999988 
    4  1653     2  1.6558529 -0.0013859  0.9999994  0.0011153 -0.0011153  0.9999994 
    4  1653     3  1.6587123 -0.0010026  0.9999992  0.0012410 -0.0012410  0.9999992 
    4  1653     4  1.6584417 -0.0003687  0.9999997  0.0007714 -0.0007714  0.9999997 
    4  1654     1  1.6536589 -0.0009723  0.9999992  0.0012653 -0.0012653  0.9999992 
    4  1654     2  1.6510080 -0.0021530  0.9999986  0.0017029 -0.0017029  0.9999986 
    4  1654     3  1.6530408 -0.0001253  0.9999997  0.0007679 -0.0007679  0.9999997 
    4  1654     4  1.6504897 -0.0014307  0.9999992  0.0012798 -0.0012798  0.9999992 
    4  1655     1  1.6519956 -0.0003948  0.9999998  0.0006535 -0.0006535  0.9999998 
    4  1655     2  1.6524767 -0.0010410  0.9999992  0.0012551 -0.0012551  0.9999992 
    4  1655     3  1.6488873 -0.0015822  0.9999995  0.0010446 -0.0010446  0.9999995 
    4  1655     4  1.6493820 -0.0022010  0.9999987  0.0016264 -0.0016264  0.9999987 
    4  1656     1  1.6629586 -0.0002311  0.9999999  0.0005476 -0.0005476  0.9999999 
    4  1656     2  1.6633314 -0.0007075  0.9999993  0.0011610 -0.0011610  0.9999993 
    4  1656     3  1.6597097 -0.0013346  0.9999997  0.0008315 -0.0008315  0.9999997 
    4  1656     4  1.6601096 -0.0018112  0.9999989  0.0014524 -0.0014524  0.9999989 
    4  1657     1  1.6651348 -0.0012407  0.9999997  0.0007498 -0.0007498  0.9999997 
    4  1657     2  1.6683376 -0.0001462  0.9999999  0.0004631 -0.0004631  0.9999999 
    4  1657     3  1.6655257 -0.0016863  0.9999991  0.0013701 -0.0013701  0.9999991 
    4  1657     4  1.6687576 -0.0005832  0.9999994  0.0010824 -0.0010824  0.9999994 
    4  1658     1  1.6662612 -0.0017688  0.9999990  0.0014090 -0.0014090  0.9999990 
    4  1658     2  1.6659341 -0.0012986  0.9999998  0.0006436 -0.0006436  0.9999998 
    4  1658     3  1.6701259 -0.0004994  0.9999994  0.0011232 -0.0011232  0.9999994 
    4  1658     4  1.6695117 -0.0001806  0.9999999  0.0004571 -0.0004571  0.9999999 
    4  1659     1  1.6639661 -0.0006947  0.9999992  0.0012890 -0.0012890  0.9999992 
    4  1659     2  1.6607891 -0.0017118  0.9999989  0.0014917 -0.0014917  0.9999989 
    4  1659     3  1.6637383 -0.0004338  0.9999998  0.0006663 -0.0006663  0.9999998 
    4  1659     4  1.6604059 -0.0014806  0.9999996  0.0008409 -0.0008409  0.9999996 
    4  1660     1  1.6551177 -0.0003353  0.9999993  0.0012015 -0.0012015  0.9999993 
    4  1660     2  1.6547577 -0.0013493  0.9999995  0.0010279 -0.0010279  0.9999995 
    4  1660     3  1.6548559 -0.0013933  0.9999991  0.0013377 -0.0013377  0.9999991 
    4  1660     4  1.6546482 -0.0018938  0.9999993  0.0011686 -0.0011686  0.9999993 
    4  1661     1  1.6564662 -0.0015343  0.9999995  0.0010418 -0.0010418  0.9999995 
    4  1661     2  1.6592478 -0.0006515  0.9999996  0.0008656 -0.0008656  0.9999996 
    4  1661     3  1.6572073 -0.0017971  0.9999988  0.0015342 -0.0015342  0.9999988 
    4  1661     4  1.6594017 -0.0010260  0.9999991  0.0013144 -0.0013144  0.9999991 
    4  1662     1  1.6564954 -0.0015012  0.9999991  0.0013210 -0.0013210  0.9999991 
    4  1662     2  1.6571968 -0.0016950  0.9999996  0.0008527 -0.0008527  0.9999996 
    4  1662     3  1.6590551 -0.0007025  0.9999989  0.0014598 -0.0014598  0.9999989 
    4  1662     4  1.6592720 -0.0009845  0.9999995  0.0010425 -0.0010425  0.9999995 
    4  1663     1  1.6641164 -0.0005872  0.9999997  0.0007423 -0.0007423  0.9999997 
    4  1663     2  1.6641329 -0.0006944  0.9999991  0.0013513 -0.0013513  0.9999991 
    4  1663     3  1.6608997 -0.0015510  0.9999997  0.0007646 -0.0007646  0.9999997 
    4  1663     4  1.6610384 -0.0016322  0.9999990  0.0014305 -0.0014305  0.9999990 
    4  1664     1  1.6662767 -0.0016507  0.9999998  0.0006442 -0.0006442  0.9999998 
    4  1664     2  1.6701718 -0.0004547  0.9999997  0.0007884 -0.0007884  0.9999997 
    4  1664     3  1.6661709 -0.0014061  0.9999990  0.0014325 -0.0014325  0.9999990 
    4  1664     4  1.6696209 -0.0003753  0.9999989  0.0014784 -0.0014784  0.9999989 
    4  1665     1  1.6654681 -0.0013082  0.9999991  0.0013429 -0.0013429  0.9999991 
    4  1665     2  1.6657710 -0.0015566  0.9999997  0.0007241 -0.0007241  0.9999997 
    4  1665     3  1.6684406 -0.0003652  0.9999989  0.0015150 -0.0015150  0.9999989 
    4  1665     4  1.6688069 -0.0005855  0.9999996  0.0009147 -0.0009147  0.9999996 
    4  1666     1  1.6636196 -0.0005432  0.9999988  0.0015395 -0.0015395  0.9999988 
    4  1666     2  1.6606573 -0.0014487  0.9999990  0.0014406 -0.0014406  0.9999990 
    4  1666     3  1.6638903 -0.0006785  0.9999995  0.0009719 -0.0009719  0.9999995 
    4  1666     4  1.6609204 -0.0016063  0.9999997  0.0008199 -0.0008199  0.9999997 
    4  1667     1  1.6537537 -0.0009473  0.9999993  0.0012102 -0.0012102  0.9999993 
    4  1667     2  1.6531536 -0.0004307  0.9999984  0.0017714 -0.0017714  0.9999984 
    4  1667     3  1.6509847 -0.0019760  0.9999996  0.0008850 -0.0008850  0.9999996 
    4  1667     4  1.6506324 -0.0014597  0.9999990  0.0013960 -0.0013960  0.9999990 
    4  1668     1  1.6562291 -0.0018407  0.9999996  0.0008924 -0.0008924  0.9999996 
    4  1668     2  1.6583383 -0.0010245  0.9999993  0.0011642 -0.0011642  0.9999993 
    4  1668     3  1.6558178 -0.0013195  0.9999992  0.0012955 -0.0012955  0.9999992 
    4  1668     4  1.6580777 -0.0004391  0.9999987  0.0015908 -0.0015908  0.9999987 
    4  1669     1  1.6541731 -0.0014814  0.9999989  0.0014999 -0.0014999  0.9999989 
    4  1669     2  1.6546064 -0.0018814  0.9999995  0.0009771 -0.0009771  0.9999995 
    4  1669     3  1.6568437 -0.0005285  0.9999984  0.0017815 -0.0017815  0.9999984 
    4  1669     4  1.6572437 -0.0009456  0.9999992  0.0012495 -0.0012495  0.9999992 
    4  1670     1  1.6520485 -0.0006812  0.9999983  0.0018550 -0.0018550  0.9999983 
    4  1670     2  1.6493199 -0.0016168  0.9999987  0.0016035 -0.0016035  0.9999987 
    4  1670     3  1.6525261 -0.0009985  0.9999991  0.0013198 -0.0013198  0.9999991 
    4  1670     4  1.6498105 -0.0019450  0.9999994  0.0010513 -0.0010513  0.9999994 
    4  1671     1  1.6630156 -0.0007829  0.9999994  0.0010715 -0.0010715  0.9999994 
    4  1671     2  1.6627503 -0.0003706  0.9999987  0.0016167 -0.0016167  0.9999987 
    4  1671     3  1.6602630 -0.0017252  0.9999997  0.0008227 -0.0008227  0.9999997 
    4  1671     4  1.6599241 -0.0013210  0.9999990  0.0013805 -0.0013805  0.9999990 
    4  1672     1  1.6649621 -0.0016259  0.9999997  0.0007774 -0.0007774  0.9999997 
    4  1672     2  1.6678874 -0.0006507  0.9999995  0.0010124 -0.0010124  0.9999995 
    4  1672     3  1.6646755 -0.0012491  0.9999991  0.0013745 -0.0013745  0.9999991 
    4  1672     4  1.6676156 -0.0002788  0.9999987  0.0015979 -0.0015979  0.9999987 
    4  1673     1  1.6638160 -0.0012407  0.9999990  0.0014144 -0.0014144  0.9999990 
    4  1673     2  1.6641171 -0.0016829  0.9999997  0.0008314 -0.0008314  0.9999997 
    4  1673     3  1.6667575 -0.0002385  0.9999986  0.0016743 -0.0016743  0.9999986 
    4  1673     4  1.6670189 -0.0006883  0.9999994  0.0010942 -0.0010942  0.9999994 
    4  1674     1  1.6617905 -0.0003489  0.9999985  0.0017071 -0.0017071  0.9999985 
    4  1674     2  1.6589956 -0.0013312  0.9999990  0.0014292 -0.0014292  0.9999990 
    4  1674     3  1.6620827 -0.0008287  0.9999993  0.0011676 -0.0011676  0.9999993 
    4  1674     4  1.6593536 -0.0017926  0.9999996  0.0008919 -0.0008919  0.9999996 
    4  1675     1  1.6512491 -0.0010813  0.9999990  0.0013810 -0.0013810  0.9999990 
    4  1675     2  1.6508966 -0.0005057  0.9999982  0.0018936 -0.0018936  0.9999982 
    4  1675     3  1.6486627 -0.0020596  0.9999994  0.0010635 -0.0010635  0.9999994 
    4  1675     4  1.6482179 -0.0015135  0.9999988  0.0015689 -0.0015689  0.9999988 
    4  1676     1  1.6533351 -0.0019558  0.9999995  0.0010229 -0.0010229  0.9999995 
    4  1676     2  1.6561275 -0.0009548  0.9999991  0.0013200 -0.0013200  0.9999991 
    4  1676     3  1.6529670 -0.0014642  0.9999987  0.0015825 -0.0015825  0.9999987 
    4  1676     4  1.6558107 -0.0004475  0.9999982  0.0018826 -0.0018826  0.9999982 
    4  1677     1  1.6518738 -0.0014803  0.9999987  0.0016415 -0.0016415  0.9999987 
    4  1677     2  1.6522348 -0.0020200  0.9999994  0.0010868 -0.0010868  0.9999994 
    4  1677     3  1.6547483 -0.0004368  0.9999981  0.0019585 -0.0019585  0.9999981 
    4  1677     4  1.6550618 -0.0009937  0.9999990  0.0013983 -0.0013983  0.9999990 
    4  1678     1  1.6497021 -0.0005536  0.9999980  0.0019918 -0.0019918  0.9999980 
    4  1678     2  1.6469836 -0.0015825  0.9999986  0.0016573 -0.0016573  0.9999986 
    4  1678     3  1.6500549 -0.0011510  0.9999989  0.0014687 -0.0014687  0.9999989 
    4  1678     4  1.6473881 -0.0021543  0.9999993  0.0011455 -0.0011455  0.9999993 
    4  1679     1  1.6611128 -0.0008438  0.9999992  0.0012489 -0.0012489  0.9999992 
    4  1679     2  1.6608485 -0.0003300  0.9999983  0.0018247 -0.0018247  0.9999983 
    4  1679     3  1.6582124 -0.0018682  0.9999995  0.0009556 -0.0009556  0.9999995 
    4  1679     4  1.6579140 -0.0013650  0.9999988  0.0015290 -0.0015290  0.9999988 
    4  1680     1  1.6631941 -0.0017584  0.9999996  0.0008902 -0.0008902  0.9999996 
    4  1680     2  1.6661551 -0.0007272  0.9999993  0.0011747 -0.0011747  0.9999993 
    4  1680     3  1.6629425 -0.0012463  0.9999989  0.0014822 -0.0014822  0.9999989 
    4  1680     4  1.6659452 -0.0002040  0.9999984  0.0017675 -0.0017675  0.9999984 
    4  1681     1  1.6620377 -0.0012734  0.9999988  0.0015614 -0.0015614  0.9999988 
    4  1681     2  1.6622902 -0.0017977  0.9999995  0.0009618 -0.0009618  0.9999995 
    4  1681     3  1.6651036 -0.0002037  0.9999983  0.0018582 -0.0018582  0.9999983 
    4  1681     4  1.6653180 -0.0007390  0.9999992  0.0012571 -0.0012571  0.9999992 
    4  1682     1  1.6599031 -0.0003210  0.9999982  0.0019150 -0.0019150  0.9999982 
    4  1682     2  1.6569011 -0.0013846  0.9999987  0.0016081 -0.0016081  0.9999987 
    4  1682     3  1.6601678 -0.0008570  0.9999991  0.0013318 -0.0013318  0.9999991 
    4  1682     4  1.6572092 -0.0019067  0.9999995  0.0010280 -0.0010280  0.9999995 
    4  1683     1  1.6488917 -0.0011591  0.9999988  0.0015582 -0.0015582  0.9999988 
    4  1683     2  1.6485674 -0.0006021  0.9999977  0.0021345 -0.0021345  0.9999977 
    4  1683     3  1.6459867 -0.0022094  0.9999992  0.0012404 -0.0012404  0.9999992 
    4  1683     4  1.6456310 -0.0016703  0.9999984  0.0018072 -0.0018072  0.9999984 
    4  1684     1  1.6510893 -0.0020849  0.9999993  0.0011647 -0.0011647  0.9999993 
    4  1684     2  1.6540293 -0.0010248  0.9999989  0.0014827 -0.0014827  0.9999989 
    4  1684     3  1.6507889 -0.0015222  0.9999985  0.0017414 -0.0017414  0.9999985 
    4  1684     4  1.6537618 -0.0004490  0.9999979  0.0020643 -0.0020643  0.9999979 
    4  1685     1  1.6497258 -0.0015602  0.9999983  0.0018409 -0.0018409  0.9999983 
    4  1685     2  1.6500193 -0.0021072  0.9999992  0.0012553 -0.0012553  0.9999992 
    4  1685     3  1.6527453 -0.0004804  0.9999977  0.0021601 -0.0021601  0.9999977 
    4  1685     4  1.6530305 -0.0010309  0.9999988  0.0015729 -0.0015729  0.9999988 
    4  1686     1  1.6474940 -0.0006263  0.9999975  0.0022366 -0.0022366  0.9999975 
    4  1686     2  1.6444645 -0.0016996  0.9999981  0.0019241 -0.0019241  0.9999981 
    4  1686     3  1.6478081 -0.0011416  0.9999987  0.0016412 -0.0016412  0.9999987 
    4  1686     4  1.6447859 -0.0022071  0.9999991  0.0013349 -0.0013349  0.9999991 
    4  1687     1  1.6592259 -0.0008827  0.9999990  0.0014145 -0.0014145  0.9999990 
    4  1687     2  1.6589886 -0.0003148  0.9999980  0.0020079 -0.0020079  0.9999980 
    4  1687     3  1.6561885 -0.0019646  0.9999994  0.0010987 -0.0010987  0.9999994 
    4  1687     4  1.6559277 -0.0014040  0.9999986  0.0016905 -0.0016905  0.9999986 
    4  1688     1  1.6613819 -0.0018459  0.9999995  0.0010328 -0.0010328  0.9999995 
    4  1688     2  1.6644700 -0.0007577  0.9999991  0.0013421 -0.0013421  0.9999991 
    4  1688     3  1.6611527 -0.0012874  0.9999987  0.0016385 -0.0016385  0.9999987 
    4  1688     4  1.6642770 -0.0001891  0.9999981  0.0019489 -0.0019489  0.9999981 
    4  1689     1  1.6602429 -0.0013092  0.9999985  0.0017188 -0.0017188  0.9999985 
    4  1689     2  1.6604908 -0.0018718  0.9999994  0.0011160 -0.0011160  0.9999994 
    4  1689     3  1.6633913 -0.0001957  0.9999979  0.0020382 -0.0020382  0.9999979 
    4  1689     4  1.6636052 -0.0007662  0.9999990  0.0014357 -0.0014357  0.9999990 
    4  1690     1  1.6580344 -0.0003369  0.9999978  0.0020983 -0.0020983  0.9999978 
    4  1690     2  1.6549597 -0.0014322  0.9999984  0.0017782 -0.0017782  0.9999984 
    4  1690     3  1.6582906 -0.0008960  0.9999989  0.0015091 -0.0015091  0.9999989 
    4  1690     4  1.6552373 -0.0019865  0.9999993  0.0011887 -0.0011887  0.9999993 
    4  1691     1  1.6468101 -0.0011563  0.9999985  0.0017114 -0.0017114  0.9999985 
    4  1691     2  1.6465599 -0.0006369  0.9999973  0.0023226 -0.0023226  0.9999973 
    4  1691     3  1.6436910 -0.0022352  0.9999990  0.0014158 -0.0014158  0.9999990 
    4  1691     4  1.6434810 -0.0017096  0.9999980  0.0020225 -0.0020225  0.9999980 
    4  1692     1  1.6489981 -0.0021330  0.9999991  0.0013428 -0.0013428  0.9999991 
    4  1692     2  1.6520395 -0.0010446  0.9999986  0.0016651 -0.0016651  0.9999986 
    4  1692     3  1.6487488 -0.0015774  0.9999981  0.0019281 -0.0019281  0.9999981 
    4  1692     4  1.6517608 -0.0005021  0.9999975  0.0022451 -0.0022451  0.9999975 
    4  1693     1  1.6478316 -0.0015828  0.9999980  0.0020006 -0.0020006  0.9999980 
    4  1693     2  1.6480781 -0.0021423  0.9999990  0.0014408 -0.0014408  0.9999990 
    4  1693     3  1.6506653 -0.0005575  0.9999973  0.0023109 -0.0023109  0.9999973 
    4  1693     4  1.6510181 -0.0010664  0.9999984  0.0017735 -0.0017735  0.9999984 
    4  1694     1  1.6457224 -0.0007189  0.9999971  0.0023905 -0.0023905  0.9999971 
    4  1694     2  1.6427664 -0.0017174  0.9999977  0.0021353 -0.0021353  0.9999977 
    4  1694     3  1.6459409 -0.0011621  0.9999984  0.0017873 -0.0017873  0.9999984 
    4  1694     4  1.6428571 -0.0021930  0.9999988  0.0015341 -0.0015341  0.9999988 
    4  1695     1  1.6572900 -0.0009149  0.9999987  0.0016210 -0.0016210  0.9999987 
    4  1695     2  1.6570086 -0.0003586  0.9999976  0.0021878 -0.0021878  0.9999976 
    4  1695     3  1.6542621 -0.0020152  0.9999992  0.0012864 -0.0012864  0.9999992 
    4  1695     4  1.6539796 -0.0014504  0.9999983  0.0018610 -0.0018610  0.9999983 
    4  1696     1  1.6595550 -0.0018928  0.9999993  0.0012059 -0.0012059  0.9999993 
    4  1696     2  1.6626601 -0.0007722  0.9999988  0.0015413 -0.0015413  0.9999988 
    4  1696     3  1.6592701 -0.0013266  0.9999984  0.0017945 -0.0017945  0.9999984 
    4  1696     4  1.6624157 -0.0001997  0.9999977  0.0021268 -0.0021268  0.9999977 
    4  1697     1  1.6581150 -0.0013611  0.9999983  0.0018575 -0.0018575  0.9999983 
    4  1697     2  1.6584978 -0.0019542  0.9999992  0.0012954 -0.0012954  0.9999992 
    4  1697     3  1.6612567 -0.0001979  0.9999975  0.0022213 -0.0022213  0.9999975 
    4  1697     4  1.6615557 -0.0008072  0.9999986  0.0016616 -0.0016616  0.9999986 
    4  1698     1  1.6557399 -0.0003886  0.9999974  0.0022715 -0.0022715  0.9999974 
    4  1698     2  1.6529350 -0.0014362  0.9999981  0.0019382 -0.0019382  0.9999981 
    4  1698     3  1.6561030 -0.0009128  0.9999984  0.0017717 -0.0017717  0.9999984 
    4  1698     4  1.6533058 -0.0019831  0.9999990  0.0014185 -0.0014185  0.9999990 
    4  1699     1  1.6451413 -0.0012048  0.9999984  0.0017902 -0.0017902  0.9999984 
