Výsledky

Výpočtový krok 2

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 14.2.2013 15:38:16
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 2  Iteration: 2 at Time: 2
-----------------------------------------------------------------------------------------------
 Node   sigma_xx   sigma_yy     tau_xy
Units        MPa        MPa        MPa
 1868 -0.2347766 -0.0008832 -0.0039252
 1869 -0.2265843 -0.0008521 -0.0039347
 1870 -0.2058378  0.0000258 -0.0078973
 1871 -0.1874228  0.0000513 -0.0151886
 1872 -0.2183723 -0.0008196 -0.0039440
 1873 -0.2101379 -0.0007880 -0.0039564
 1874 -0.1980818  0.0000230 -0.0079182
 1875 -0.1803803  0.0000521 -0.0152319
 1876 -0.1691509  0.0000975 -0.0217342
 1877 -0.1628366  0.0001030 -0.0217965
 1878 -0.1454340  0.0001621 -0.0276193
 1879 -0.1510724  0.0001552 -0.0275559
 1880 -0.1564447  0.0001192 -0.0218458
 1881 -0.1733031  0.0000628 -0.0152735
 1882 -0.1662258  0.0000637 -0.0153262
 1883 -0.1501047  0.0001243 -0.0219197
 1884 -0.1341164  0.0001946 -0.0277605
 1885 -0.1397685  0.0001885 -0.0276845
 1886 -0.1903015  0.0000297 -0.0079444
 1887 -0.1824991  0.0000272 -0.0079709
 1888 -0.2018775 -0.0007551 -0.0039688
 1889 -0.1935884 -0.0007228 -0.0039842
 1890 -0.1746681  0.0000332 -0.0080024
 1891 -0.1591126  0.0000730 -0.0153763
 1892 -0.1852671 -0.0006894 -0.0039995
 1893 -0.1769111 -0.0006564 -0.0040176
 1894 -0.1668108  0.0000304 -0.0080335
 1895 -0.1519957  0.0000723 -0.0154363
 1896 -0.1436912  0.0001377 -0.0219794
 1897 -0.1373235  0.0001390 -0.0220615
 1898 -0.1227719  0.0002155 -0.0279209
 1899 -0.1284382  0.0002160 -0.0278367
 1900 -0.1308880  0.0001453 -0.0221259
 1901 -0.1448433  0.0000779 -0.0154913
 1902 -0.1376862  0.0000729 -0.0155526
 1903 -0.1244939  0.0001374 -0.0222078
 1904 -0.1114035  0.0002096 -0.0280831
 1905 -0.1170819  0.0002251 -0.0280010
 1906 -0.1589219  0.0000349 -0.0080684
 1907 -0.1510050  0.0000308 -0.0081012
 1908 -0.1685180 -0.0006224 -0.0040351
 1909 -0.1600866 -0.0005889 -0.0040545
 1910 -0.1430572  0.0000325 -0.0081353
 1911 -0.1304975  0.0000715 -0.0156041
 1912 -0.1516166 -0.0005544 -0.0040720
 1913 -0.1431100 -0.0005205 -0.0040898
 1914 -0.1350846  0.0000257 -0.0081638
 1915 -0.1233074  0.0000581 -0.0156553
 1916 -0.1180406  0.0001300 -0.0222651
 1917 -0.1116281  0.0001051 -0.0223307
 1918 -0.1000217  0.0001532 -0.0282131
 1919 -0.1057058  0.0001965 -0.0281527
 1920 -0.1051696  0.0000749 -0.0223599
 1921 -0.1160957  0.0000451 -0.0156882
 1922 -0.1088935  0.0000181 -0.0157101
 1923 -0.0987571  0.0000227 -0.0223828
 1924 -0.0886503  0.0000155 -0.0282538
 1925 -0.0943260  0.0001029 -0.0282469
 1926 -0.1270889  0.0000230 -0.0081890
 1927 -0.1190807  0.0000115 -0.0082029
 1928 -0.1345707 -0.0004859 -0.0041033
 1929 -0.1260061 -0.0004520 -0.0041142
 1930 -0.1110679  2.21e-006 -0.0082065
 1931 -0.1016887 -0.0000122 -0.0157006
 1932 -0.1174267 -0.0004178 -0.0041173
 1933 -0.1088483 -0.0003845 -0.0041134
 1934 -0.1030681 -0.0000160 -0.0081906
 1935 -0.0945152 -0.0000584 -0.0156648
 1936 -0.0923192 -0.0000411 -0.0223515
 1937 -0.0859412 -0.0001318 -0.0222926
 1938 -0.0773342 -0.0002393 -0.0281190
 1939 -0.0829758 -0.0000897 -0.0282126
 1940 -0.0795686 -0.0002396 -0.0221558
 1941 -0.0873710 -0.0001114 -0.0155801
 1942 -0.0802945 -0.0001817 -0.0154494
 1943 -0.0732815 -0.0003778 -0.0219644
 1944 -0.0661503 -0.0006430 -0.0276924
 1945 -0.0717145 -0.0004163 -0.0279482
 1946 -0.0950982 -0.0000339 -0.0081548
 1947 -0.0871847 -0.0000606 -0.0080887
 1948 -0.1002911 -0.0003515 -0.0040968
 1949 -0.0917815 -0.0003199 -0.0040677
 1950 -0.0793553 -0.0000884 -0.0079914
 1951 -0.0732954 -0.0002605 -0.0152491
 1952 -0.0833520 -0.0002891 -0.0040199
 1953 -0.0750415 -0.0002599 -0.0039534
 1954 -0.0716466 -0.0001240 -0.0078523
 1955 -0.0664172 -0.0003561 -0.0149814
 1956 -0.0670432 -0.0005366 -0.0216671
 1957 -0.0609333 -0.0007251 -0.0212835
 1958 -0.0552146 -0.0012132 -0.0268437
 1959 -0.0606317 -0.0009033 -0.0273272
 1960 -0.0549219 -0.0009277 -0.0207733
 1961 -0.0596813 -0.0004588 -0.0146240
 1962 -0.0531292 -0.0005740 -0.0141845
 1963 -0.0490903 -0.0011587 -0.0201575
 1964 -0.0447005 -0.0019225 -0.0254291
 1965 -0.0498852 -0.0015484 -0.0262029
 1966 -0.0640973 -0.0001609 -0.0076706
 1967 -0.0567532 -0.0002041 -0.0074371
 1968 -0.0668952 -0.0002323 -0.0038624
 1969 -0.0589640 -0.0002061 -0.0037469
 1970 -0.0496636 -0.0002468 -0.0071513
 1971 -0.0468107 -0.0006938 -0.0136447
 1972 -0.0513029 -0.0001823 -0.0036033
 1973 -0.0439700 -0.0001594 -0.0034319
 1974 -0.0428778 -0.0002903 -0.0068121
 1975 -0.0407578 -0.0008141 -0.0130003
 1976 -0.0434514 -0.0013940 -0.0193911
 1977 -0.0380505 -0.0016329 -0.0184803
 1978 -0.0348579 -0.0027020 -0.0233339
 1979 -0.0396723 -0.0023098 -0.0244733
 1980 -0.0329205 -0.0018632 -0.0174315
 1981 -0.0350162 -0.0009300 -0.0122561
 1982 -0.0296259 -0.0010358 -0.0114182
 1983 -0.0280983 -0.0020734 -0.0162527
 1984 -0.0259576 -0.0034312 -0.0205568
 1985 -0.0302716 -0.0030805 -0.0220250
 1986 -0.0364458 -0.0003327 -0.0064193
 1987 -0.0304174 -0.0003711 -0.0059762
 1988 -0.0370232 -0.0001385 -0.0032330
 1989 -0.0305178 -0.0001187 -0.0030080
 1990 -0.0248327 -0.0004038 -0.0054922
 1991 -0.0246237 -0.0011258 -0.0104981
 1992 -0.0245060 -0.0001025 -0.0027599
 1993 -0.0190335 -0.0000838 -0.0024901
 1994 -0.0197405 -0.0004315 -0.0049745
 1995 -0.0200442 -0.0011964 -0.0095172
 1996 -0.0236154 -0.0022542 -0.0149666
 1997 -0.0195000 -0.0023968 -0.0135914
 1998 -0.0182569 -0.0039615 -0.0172126
 1999 -0.0219410 -0.0037268 -0.0189417
 2000 -0.0157811 -0.0024849 -0.0121389
 2001 -0.0149268 -0.0041103 -0.0153958
 2002 -0.0159052 -0.0012386 -0.0084788
 2003 -0.0122321 -0.0012610 -0.0074293
 2004 -0.0124672 -0.0025220 -0.0106554
 2005 -0.0119598 -0.0041670 -0.0135276
 2006 -0.0151585 -0.0004482 -0.0044218
 2007 -0.0141329 -0.0000684 -0.0022118
 2008 -0.0098242 -0.0000528 -0.0019218
 2009 -0.0111099 -0.0004544 -0.0038580
 2010 -0.0095596 -0.0024958 -0.0091558
 2011 -0.0090233 -0.0012461 -0.0063591
 2012 -0.0062709 -0.0012072 -0.0053195
 2013 -0.0070617 -0.0024182 -0.0076935
 2014 -0.0071358 -0.0039950 -0.0098149
 2015 -0.0093626 -0.0041258 -0.0116506
 2016 -0.0076023 -0.0004495 -0.0032915
 2017 -0.0046272 -0.0004361 -0.0027386
 2018 -0.0061173 -0.0000392 -0.0016349
 2019 -0.0030055 -0.0000249 -0.0013506
 2020 -0.0021722 -0.0004125 -0.0022064
 2021 -0.0004711 -0.0000135 -0.0010813
 2022  0.0015179 -1.48e-006 -0.0008270
 2023 -0.0002072 -0.0003820 -0.0017101
 2024 -0.0020915 -0.0010584 -0.0033881
 2025 -0.0039709 -0.0011417 -0.0043194
 2026 -0.0049535 -0.0022865 -0.0062875
 2027 -0.0032159 -0.0021155 -0.0049736
 2028 -0.0037025 -0.0034950 -0.0064099
 2029 -0.0052539 -0.0037778 -0.0080541
 2030 -0.0018220 -0.0019120 -0.0037689
 2031 -0.0024542 -0.0031619 -0.0049091
 2032 -0.0006086 -0.0009554 -0.0025303
 2033  0.0005182 -0.0008433 -0.0017645
 2034 -0.0007402 -0.0016890 -0.0026931
 2035 -0.0014740 -0.0027901 -0.0035652
 2036  0.0013006 -0.0003446 -0.0012541
 2037  0.0030017  8.22e-006 -0.0005969
 2038  0.0040308  0.0000163 -0.0003906
 2039  0.0023976 -0.0003031 -0.0008468
 2040  0.0000677 -0.0014555 -0.0017524
 2041  0.0013252 -0.0007259 -0.0010956
 2042  0.0018562 -0.0006076 -0.0005258
 2043  0.0006382 -0.0012205 -0.0009509
 2044 -0.0001842 -0.0020177 -0.0013960
 2045 -0.0007291 -0.0024037 -0.0023928
 2046  0.0031259 -0.0002603 -0.0004933
 2047  0.0035380 -0.0002175 -0.0001932
 2048  0.0046584  0.0000229 -0.0002115
 2049  0.0049414  0.0000275 -0.0000600
 2050  0.0036839 -0.0001759  0.0000542
 2051  0.0021536 -0.0004931 -0.0000544
 2052  0.0049371  0.0000303  0.0000642
 2053  0.0047009  0.0000315  0.0001625
 2054  0.0036129 -0.0001364  0.0002509
 2055  0.0022591 -0.0003836  0.0003226
 2056  0.0010086 -0.0009912 -0.0002851
 2057  0.0012140 -0.0007749  0.0002478
 2058  0.0004377 -0.0012876  0.0000937
 2059  0.0001940 -0.0016416 -0.0005690
 2060  0.0012872 -0.0005725  0.0006576
 2061  0.0022117 -0.0002819  0.0006103
 2062  0.0020486 -0.0001865  0.0008148
 2063  0.0012592 -0.0003845  0.0009529
 2064  0.0006270 -0.0006502  0.0009782
 2065  0.0005732 -0.0009556  0.0006060
 2066  0.0033719 -0.0000995  0.0003998
 2067  0.0030050 -0.0000650  0.0005041
 2068  0.0042854  0.0000312  0.0002364
 2069  0.0037398  0.0000299  0.0002874
 2070  0.0025536 -0.0000324  0.0005664
 2071  0.0018034 -0.0000969  0.0009415
 2072  0.0031103  0.0000280  0.0003169
 2073  0.0024408  0.0000265  0.0003257
 2074  0.0020566 -5.66e-007  0.0005887
 2075  0.0015074 -0.0000106  0.0009949
 2076  0.0011567 -0.0002088  0.0011421
 2077  0.0010035 -0.0000410  0.0012333
 2078  0.0005642 -0.0000983  0.0013529
 2079  0.0006179 -0.0003658  0.0012236
 2080  0.0008190  0.0001226  0.0012324
 2081  0.0011880  0.0000754  0.0009779
 2082  0.0008698  0.0001629  0.0008921
 2083  0.0006195  0.0002850  0.0011444
 2084  0.0003718  0.0004092  0.0012991
 2085  0.0004783  0.0001587  0.0013756
 2086  0.0015511  0.0000318  0.0005713
 2087  0.0010728  0.0000658  0.0005136
 2088  0.0017744  0.0000261  0.0003136
 2089  0.0011560  0.0000282  0.0002794
 2090  0.0006561  0.0001010  0.0004148
 2091  0.0005734  0.0002501  0.0007399
 2092  0.0006338  0.0000341  0.0002210
 2093  0.0002578  0.0000426  0.0001390
 2094  0.0003308  0.0001300  0.0002786
 2095  0.0003171  0.0003214  0.0005287
 2096  0.0004192  0.0004429  0.0009743
 2097  0.0002350  0.0005776  0.0007273
 2098  0.0001433  0.0008683  0.0008635
 2099  0.0002554  0.0006506  0.0011286
 2100  0.0000947  0.0006369  0.0004028
 2101  0.0000567  0.0010263  0.0004897
 2102  0.0001278  0.0003246  0.0002750
 2103  0.0000413  0.0002467  0.0001355
 2104  0.0000306  0.0006015  0.0002123
 2105  0.0000224  0.0010809  0.0002629
 2106  0.0000240  0.0014690  0.0005368
 2107  0.0000190  0.0016381  0.0002894
 2108  0.0000180  0.0022183  0.0002968
 2109 -2.43e-006  0.0019274  0.0005502
 2110 -7.14e-006  0.0014976  0.0009563
 2111  0.0000612  0.0011819  0.0009372
 2112  0.0001079  0.0008607  0.0012094
 2113 -0.0000170  0.0010634  0.0012266
 2114 -0.0000342  0.0006243  0.0013811
 2115  0.0001519  0.0005241  0.0013731
 2116 -0.0001193  0.0012558  0.0011906
 2117 -0.0000627  0.0018079  0.0009308
 2118 -0.0001089  0.0020981  0.0008678
 2119 -0.0002049  0.0014324  0.0011097
 2120 -0.0003179  0.0007909  0.0012426
 2121 -0.0001886  0.0007137  0.0013343
 2122 -0.0000235  0.0023850  0.0005348
 2123  0.0000199  0.0027971  0.0002879
 2124  0.0000216  0.0033406  0.0002695
 2125 -0.0000411  0.0028154  0.0004988
 2126 -0.0002787  0.0015920  0.0009912
 2127 -0.0001478  0.0023599  0.0007738
 2128 -0.0001831  0.0025828  0.0006517
 2129 -0.0003457  0.0017273  0.0008390
 2130 -0.0005321  0.0009237  0.0009503
 2131 -0.0004298  0.0008615  0.0011130
 2132 -0.0000559  0.0032056  0.0004434
 2133  0.0000238  0.0038355  0.0002388
 2134  0.0000265  0.0042615  0.0002011
 2135 -0.0000688  0.0035404  0.0003730
 2136 -0.0004108  0.0018341  0.0006563
 2137 -0.0002160  0.0027536  0.0005049
 2138 -0.0002511  0.0028591  0.0003304
 2139 -0.0004786  0.0019063  0.0004471
 2140 -0.0007285  0.0010258  0.0005401
 2141 -0.0006304  0.0009781  0.0007571
 2142 -0.0000798  0.0038039  0.0002882
 2143  0.0000298  0.0046065  0.0001558
 2144  0.0000348  0.0048545  0.0001025
 2145 -0.0000917  0.0039779  0.0001863
 2146 -0.0005521  0.0019428  0.0002212
 2147 -0.0002981  0.0028792  0.0001425
 2148 -0.0003658  0.0028109 -0.0000523
 2149 -0.0006077  0.0019465 -0.0000176
 2150 -0.0008937  0.0011098  0.0000347
 2151 -0.0008199  0.0010685  0.0002996
 2152 -0.0001265  0.0040553  0.0000644
 2153  0.0000148  0.0049665  6.59e-006
 2154 -0.0000197  0.0046483 -0.0001057
 2155 -0.0001572  0.0039600 -5.28e-006
 2156 -0.0006342  0.0019431 -0.0002829
 2157 -0.0003881  0.0027339 -0.0002622
 2158 -0.0003885  0.0027106 -0.0004683
 2159 -0.0006482  0.0019399 -0.0005601
 2160 -0.0009666  0.0012014 -0.0005681
 2161 -0.0009456  0.0011552 -0.0002566
 2162 -0.0002105  0.0036018 -0.0001977
 2163 -0.0001706  0.0037828 -0.0003139
 2164 -0.0006142  0.0019121 -0.0008263
 2165 -0.0003268  0.0026649 -0.0006638
 2166 -0.0002754  0.0025087 -0.0008625
 2167 -0.0005321  0.0018318 -0.0010867
 2168 -0.0008409  0.0012376 -0.0011912
 2169 -0.0009379  0.0012354 -0.0008820
 2170 -0.0001293  0.0036937 -0.0003636
 2171 -0.0000985  0.0033517 -0.0005006
 2172  0.0000227  0.0045515 -0.0001851
 2173  0.0000216  0.0040361 -0.0002780
 2174 -0.0000774  0.0029171 -0.0006032
 2175  0.0000122  0.0034459 -0.0003306
 2176  0.0000114  0.0027765 -0.0003671
 2177 -0.0000424  0.0024079 -0.0006715
 2178 -0.0001183  0.0019185 -0.0011618
 2179 -0.0002112  0.0022475 -0.0010405
 2180 -0.0004112  0.0016889 -0.0013188
 2181 -0.0002388  0.0014872 -0.0014899
 2182 -0.0004083  0.0010949 -0.0016936
 2183 -0.0006671  0.0011931 -0.0014715
 2184 -8.56e-006  0.0012351 -0.0015698
 2185  6.41e-006  0.0015448 -0.0012066
 2186  0.0001596  0.0011541 -0.0011559
 2187  0.0002705  0.0009487 -0.0015342
 2188  0.0003680  0.0007452 -0.0018191
 2189 -0.0000593  0.0009437 -0.0018203
 2190  6.03e-006  0.0018596 -0.0006924
 2191  0.0000667  0.0013160 -0.0006541
 2192  0.0000162  0.0020645 -0.0003773
 2193  0.0000276  0.0013707 -0.0003538
 2194  0.0001328  0.0008194 -0.0005470
 2195  0.0000438  0.0007584 -0.0002878
 2196  0.0000608  0.0003091 -0.0001840
 2197  0.0001866  0.0004212 -0.0003769
 2198  0.0004635  0.0004301 -0.0007344
 2199  0.0003248  0.0007714 -0.0009974
 2200  0.0005732  0.0006466 -0.0013648
 2201  0.0008444  0.0003623 -0.0010513
 2202  0.0013013  0.0002900 -0.0013141
 2203  0.0008429  0.0005161 -0.0016596
 2204  0.0009862  0.0001447 -0.0005917
 2205  0.0004898  0.0001730 -0.0003892
 2206  0.0003864  0.0000542 -0.0001929
 2207  0.0009595  0.0000472 -0.0003117
 2208  0.0017752  0.0000471 -0.0004077
 2209  0.0016454  0.0001145 -0.0007575
 2210  0.0001760  0.0001554 -0.0001749
 2211  0.0000914  0.0000476 -0.0000712
 2212  0.0000543  0.0000726 -0.0000683
 2213  7.36e-006  3.95e-006 -0.0000141
 2214  0.0011128  0.0004004 -0.0018834
 2215  0.0018144  0.0002306 -0.0015221
 2216  0.0023633  0.0001827 -0.0016818
 2217  0.0013594  0.0002976 -0.0020360
 2218  0.0004380  0.0003735 -0.0021221
 2219  0.0004311  0.0005559 -0.0020173
 2220  0.0024412  0.0000918 -0.0008903
 2221  0.0033463  0.0000754 -0.0009982
 2222  0.0027861  0.0000538 -0.0004844
 2223  0.0039538  0.0000654 -0.0005471
 2224  0.0043324  0.0000644 -0.0010838
 2225  0.0029215  0.0001394 -0.0017927
 2226  0.0052584  0.0000848 -0.0005991
 2227  0.0066854  0.0001097 -0.0006487
 2228  0.0053725  0.0000537 -0.0011523
 2229  0.0034435  0.0000929 -0.0018504
 2230  0.0015577  0.0001946 -0.0021101
 2231  0.0016606  0.0000709 -0.0020870
 2232  0.0001571 -0.0000676 -0.0019724
 2233  0.0003592  0.0001776 -0.0021165
 2234  0.0016042 -0.0000981 -0.0019319
 2235  0.0038760  0.0000316 -0.0018409
 2236  0.0041334 -0.0000644 -0.0017294
 2237  0.0012966 -0.0003559 -0.0015837
 2238 -0.0008479 -0.0009185 -0.0010249
 2239 -0.0002215 -0.0004086 -0.0016349
 2240  0.0064330  0.0000400 -0.0011990
 2241  0.0074630  0.0000186 -0.0012146
 2242  0.0082174  0.0001404 -0.0006938
 2243  0.0098448  0.0001788 -0.0007333
 2244  0.0083908 -0.0000184 -0.0011782
 2245  0.0040943 -0.0002235 -0.0014550
 2246  0.0115490  0.0002276 -0.0007621
 2247  0.0132927  0.0002915 -0.0007708
 2248  0.0090861 -0.0000858 -0.0010488
 2249  0.0035526 -0.0005045 -0.0009060
 2250  0.0006201 -0.0007716 -0.0009377
 2251 -0.0006051 -0.0014740  0.0001828
 2252 -0.0031532 -0.0030094  0.0016044
 2253 -0.0017955 -0.0017166 -0.0000110
 2254 -0.0026122 -0.0027122  0.0020882
 2255  0.0022028 -0.0010233  0.0001273
 2256 -0.0004880 -0.0020215  0.0020446
 2257 -0.0056728 -0.0049881  0.0053094
 2258 -0.0071583 -0.0089281  0.0080296
 2259 -0.0049725 -0.0051752  0.0041341
 2260  0.0093183 -0.0002161 -0.0007485
 2261  0.0086865 -0.0004894 -0.0001101
 2262  0.0150006  0.0003800 -0.0007394
 2263  0.0165232  0.0004936 -0.0006262
 2264  0.0063681 -0.0010921  0.0012295
 2265 -0.0053376 -0.0041196  0.0056970
 2266  0.0175703  0.0006389 -0.0003099
 2267  0.0173165  0.0009433  0.0003843
 2268  0.0005134 -0.0026293  0.0043537
 2269 -0.0135252 -0.0090188  0.0128737
 2270 -0.0099224 -0.0094067  0.0107498
 2271 -0.0148436 -0.0185684  0.0199290
 2272 -0.0094900 -0.0277252  0.0216561
 2273 -0.0091970 -0.0155944  0.0138024
 2274 -0.0165237 -0.0387029  0.0339245
 2275 -0.0260082 -0.0219045  0.0281522
 2276 -0.0307403 -0.0616576  0.0559881
 2277 -0.0067605 -0.0812902  0.0461765
 2278  0.0065992 -0.0819097  0.0309060
 2279 -0.0049421 -0.0493080  0.0296417
 2280 -0.0129693 -0.0076495  0.0118106
 2281 -0.0461397 -0.0278759  0.0381861
 2282  0.0138267  0.0001140  0.0033754
 2283 -0.0059680 -0.0006369  0.0110220
 2284 -0.0547862 -0.1456652  0.0903738
 2285 -0.1083181 -0.1204765  0.1249502
 2286 -0.2734648 -0.5679734 -0.0018274
 2287 -0.0821121 -0.4249500 -0.0036651
 2288  0.0118410 -0.2544162 -0.0070887
 2289 -0.0073054 -0.1659429  0.0661951
 2290  0.0137477 -0.1415816  0.0345279
 2291  0.0266816 -0.1745383 -0.0102055
 2292  0.0300402 -0.1323529 -0.0130426
 2293  0.0213807 -0.1165230  0.0166344
 2294  0.0202348 -0.1415812 -0.0549323
 2295  0.0272314 -0.1165395 -0.0427099
 2296 -0.0001736 -0.1659376 -0.0803716
 2297 -0.0164901 -0.0616507 -0.0701526
 2298  0.0062103 -0.0812741 -0.0665692
 2299  0.0182652 -0.0819013 -0.0569680
 2300 -0.0470136 -0.1456657 -0.0977065
 2301 -0.1001147 -0.1204567 -0.1286013
 2302  0.0104525 -0.0005890 -0.0146493
 2303 -0.0305906 -0.0278749 -0.0455119
 2304  0.0029516 -0.0386710 -0.0542992
 2305  0.0125685 -0.0492460 -0.0556576
 2306 -0.0046230 -0.0218992 -0.0423043
 2307  0.0150636 -0.0089999 -0.0269887
 2308  0.0111615 -0.0185023 -0.0402492
 2309  0.0138960 -0.0276738 -0.0476341
 2310  0.0103649 -0.0076484 -0.0191388
 2311  0.0384762  0.0001995 -0.0069985
 2312  0.0501913  0.0010682 -0.0040136
 2313  0.0316434 -0.0026270 -0.0116714
 2314  0.0225800 -0.0093495 -0.0310719
 2315  0.0304159 -0.0040828 -0.0197873
 2316  0.0424759 -0.0019843 -0.0161236
 2317  0.0333844 -0.0049187 -0.0256073
 2318  0.0279869 -0.0088228 -0.0339347
 2319  0.0200629 -0.0155045 -0.0397317
 2320  0.0453313 -0.0010844 -0.0085373
 2321  0.0554937 -0.0004774 -0.0071772
 2322  0.0586934  0.0007646 -0.0033324
 2323  0.0659116  0.0006670 -0.0029875
 2324  0.0639474 -0.0002032 -0.0065485
 2325  0.0522965 -0.0009883 -0.0142269
 2326  0.0726750  0.0005812 -0.0028846
 2327  0.0792579  0.0005243 -0.0028605
 2328  0.0715571 -0.0000738 -0.0062622
 2329  0.0608510 -0.0004733 -0.0132072
 2330  0.0429680 -0.0026493 -0.0223960
 2331  0.0515003 -0.0014146 -0.0204935
 2332  0.0437800 -0.0029065 -0.0275222
 2333  0.0360622 -0.0050842 -0.0300560
 2334  0.0592749 -0.0007160 -0.0193958
 2335  0.0685830 -0.0001969 -0.0126838
 2336  0.0758526 -0.0000372 -0.0124221
 2337  0.0665243 -0.0002937 -0.0187561
 2338  0.0578827 -0.0008281 -0.0249033
 2339  0.0510328 -0.0016106 -0.0259052
 2340  0.0787220 -6.42e-006 -0.0061497
 2341  0.0856792  0.0000270 -0.0061251
 2342  0.0858304  0.0004901 -0.0028783
 2343  0.0924638  0.0004738 -0.0029157
 2344  0.0925561  0.0000444 -0.0061403
 2345  0.0828264  0.0000604 -0.0123196
 2346  0.0991966  0.0004636 -0.0029668
 2347  0.1060444  0.0004623 -0.0030171
 2348  0.0994162  0.0000553 -0.0061918
 2349  0.0896263  0.0001118 -0.0123292
 2350  0.0733836 -0.0000509 -0.0184244
 2351  0.0800010  0.0000896 -0.0182682
 2352  0.0706545 -0.0000325 -0.0239839
 2353  0.0643795 -0.0003423 -0.0243171
 2354  0.0864571  0.0001759 -0.0182391
 2355  0.0963246  0.0001381 -0.0123912
 2356  0.1029803  0.0001505 -0.0124845
 2357  0.0927980  0.0002223 -0.0182878
 2358  0.0826996  0.0002682 -0.0238037
 2359  0.0767462  0.0001573 -0.0238374
 2360  0.1062866  0.0000594 -0.0062641
 2361  0.1132050  0.0000597 -0.0063426
 2362  0.1130086  0.0004677 -0.0030693
 2363  0.1200904  0.0004770 -0.0031206
 2364  0.1201837  0.0000576 -0.0064224
 2365  0.1096263  0.0001533 -0.0125943
 2366  0.1272866  0.0004896 -0.0031695
 2367  0.1345909  0.0005049 -0.0032154
 2368  0.1272283  0.0000542 -0.0065003
 2369  0.1162826  0.0001502 -0.0127108
 2370  0.0990790  0.0002437 -0.0183788
 2371  0.1053276  0.0002490 -0.0184937
 2372  0.0943708  0.0003586 -0.0239262
 2373  0.0885647  0.0003299 -0.0238423
 2374  0.1115630  0.0002439 -0.0186201
 2375  0.1229616  0.0001434 -0.0128275
 2376  0.1296705  0.0001344 -0.0129405
 2377  0.1177981  0.0002321 -0.0187496
 2378  0.1058837  0.0003577 -0.0241607
 2379  0.1001387  0.0003653 -0.0240367
 2380  0.1343404  0.0000500 -0.0065743
 2381  0.1415185  0.0000453 -0.0066435
 2382  0.1419957  0.0005223 -0.0032577
 2383  0.1494928  0.0005416 -0.0032963
 2384  0.1487595  0.0000405 -0.0067071
 2385  0.1364129  0.0001241 -0.0130472
 2386  0.1570740  0.0005622 -0.0033313
 2387  0.1647308  0.0005841 -0.0033626
 2388  0.1560593  0.0000357 -0.0067649
 2389  0.1431899  0.0001134 -0.0131462
 2390  0.1240411  0.0002163 -0.0188768
 2391  0.1302974  0.0001982 -0.0189980
 2392  0.1173456  0.0003181 -0.0244169
 2393  0.1116169  0.0003407 -0.0242895
 2394  0.1365698  0.0001791 -0.0191111
 2395  0.1500010  0.0001026 -0.0132366
 2396  0.1568448  0.0000922 -0.0133182
 2397  0.1428598  0.0001599 -0.0192149
 2398  0.1288092  0.0002654 -0.0246535
 2399  0.1230753  0.0002924 -0.0245391
 2400  0.1634129  0.0000311 -0.0068169
 2401  0.1708154  0.0000267 -0.0068632
 2402  0.1724554  0.0006070 -0.0033905
 2403  0.1802399  0.0006307 -0.0034151
 2404  0.1782618  0.0000225 -0.0069042
 2405  0.1637191  0.0000822 -0.0133911
 2406  0.1880772  0.0006552 -0.0034368
 2407  0.1959608  0.0006802 -0.0034556
 2408  0.1857471  0.0000186 -0.0069401
 2409  0.1706214  0.0000730 -0.0134555
 2410  0.1491676  0.0001412 -0.0193089
 2411  0.1554927  0.0001235 -0.0193930
 2412  0.1402975  0.0002120 -0.0248541
 2413  0.1345495  0.0002383 -0.0247587
 2414  0.1618344  0.0001068 -0.0194674
 2415  0.1775491  0.0000644 -0.0135121
 2416  0.1844994  0.0000567 -0.0135614
 2417  0.1681913  0.0000915 -0.0195328
 2418  0.1518178  0.0001639 -0.0250150
 2419  0.1460535  0.0001871 -0.0249394
 2420  0.1932667  0.0000151 -0.0069714
 2421  0.2008162  0.0000119 -0.0069984
 2422  0.2038845  0.0007058 -0.0034719
 2423  0.2118429  0.0007317 -0.0034859
 2424  0.2083917  8.93e-006 -0.0070216
 2425  0.1914697  0.0000497 -0.0136039
 2426  0.2198309  0.0007581 -0.0034979
 2427  0.2278442  0.0007847 -0.0035081
 2428  0.2159895  6.31e-006 -0.0070413
 2429  0.1984576  0.0000435 -0.0136403
 2430  0.1745622  0.0000775 -0.0195896
 2431  0.1809455  0.0000650 -0.0196386
 2432  0.1633694  0.0001235 -0.0251388
 2433  0.1575899  0.0001427 -0.0250812
 2434  0.1873398  0.0000538 -0.0196806
 2435  0.2054606  0.0000381 -0.0136713
 2436  0.2124768  0.0000333 -0.0136975
 2437  0.1937438  0.0000438 -0.0197162
 2438  0.1749482  0.0000911 -0.0252308
 2439  0.1691557  0.0001063 -0.0251884
 2440  0.2236064  3.98e-006 -0.0070580
 2441  0.2312394  1.90e-006 -0.0070721
 2442  0.2358789  0.0008115 -0.0035166
 2443  0.2439316  0.0008386 -0.0035238
 2444  0.2388859  7.10e-008 -0.0070838
 2445  0.2195041  0.0000292 -0.0137195
 2446  0.2519993  0.0008658 -0.0035297
 2447  0.2600793  0.0008932 -0.0035346
 2448  0.2465438 -1.54e-006 -0.0070935
 2449  0.2265409  0.0000257 -0.0137378
 2450  0.2001563  0.0000351 -0.0197463
