          x          y   sigma_xx   sigma_yy   sigma_xy
 -1.1250000  0.2509000 -0.5042351  0.0001121 -0.0270295
 -1.1125000  0.2509000 -0.5097731  0.0001650 -0.0269834
 -1.1375000  0.2631000 -0.5584975  0.0000816 -0.0213223
 -1.1375000  0.2753000 -0.6189635  0.0000451 -0.0148886
 -1.1500000  0.2753000 -0.6120765  0.0000234 -0.0149115
 -1.1500000  0.2630000 -0.5523643  0.0000538 -0.0213583
 -1.1500000  0.2509000 -0.4930726  0.0000830 -0.0270982
 -1.1375000  0.2509000 -0.4986197  0.0001307 -0.0270643
 -1.1375000  0.2876000 -0.6798257  0.0000393 -0.0077376
 -1.1500000  0.2876000 -0.6722324  0.0000213 -0.0077470
 -1.1375000  0.3000000 -0.7212019 -0.0027199 -0.0038635
 -1.1500000  0.3000000 -0.7131418 -0.0026916 -0.0038696
 -1.1625000  0.2876000 -0.6646219  0.0000356 -0.0077568
 -1.1625000  0.2753000 -0.6051191  0.0000364 -0.0149245
 -1.1625000  0.3000000 -0.7050707 -0.0026598 -0.0038732
 -1.1750000  0.3000000 -0.6969922 -0.0026312 -0.0038776
 -1.1750000  0.2876000 -0.6570116  0.0000184 -0.0077627
 -1.1750000  0.2753000 -0.5982174  0.0000163 -0.0149410
 -1.1625000  0.2631000 -0.5459989  0.0000650 -0.0213711
 -1.1750000  0.2630000 -0.5398527  0.0000398 -0.0213987
 -1.1750000  0.2509000 -0.4818959  0.0000605 -0.0271462
 -1.1625000  0.2509000 -0.4874505  0.0001043 -0.0271223
 -1.1875000  0.2631000 -0.5334811  0.0000527 -0.0214043
 -1.1875000  0.2753000 -0.5912492  0.0000300 -0.0149486
 -1.2000000  0.2753000 -0.5843373  0.0000112 -0.0149605
 -1.2000000  0.2630000 -0.5273251  0.0000297 -0.0214257
 -1.2000000  0.2509000 -0.4707090  0.0000447 -0.0271786
 -1.1875000  0.2509000 -0.4762690  0.0000845 -0.0271616
 -1.1875000  0.2876000 -0.6493873  0.0000327 -0.0077696
 -1.2000000  0.2876000 -0.6417658  0.0000163 -0.0077730
 -1.1875000  0.3000000 -0.6889062 -0.0025993 -0.0038796
 -1.2000000  0.3000000 -0.6808157 -0.0025704 -0.0038827
 -1.2125000  0.2876000 -0.6341325  0.0000305 -0.0077777
 -1.2125000  0.2753000 -0.5773619  0.0000254 -0.0149642
 -1.2125000  0.3000000 -0.6727202 -0.0025385 -0.0038837
 -1.2250000  0.3000000 -0.6646222 -0.0025095 -0.0038858
 -1.2250000  0.2876000 -0.6265037  0.0000147 -0.0077794
 -1.2250000  0.2753000 -0.5704429  0.0000076 -0.0149728
 -1.2125000  0.2631000 -0.5209499  0.0000437 -0.0214261
 -1.2250000  0.2630000 -0.5147861  0.0000225 -0.0214431
 -1.2250000  0.2509000 -0.4595142  0.0000328 -0.0271998
 -1.2125000  0.2509000 -0.4650787  0.0000701 -0.0271882
 -1.2375000  0.2631000 -0.5084094  0.0000373 -0.0214397
 -1.2375000  0.2753000 -0.5634631  0.0000221 -0.0149738
 -1.2500000  0.2753000 -0.5565393  0.0000053 -0.0149803
 -1.2500000  0.2630000 -0.5022398  0.0000176 -0.0214537
 -1.2500000  0.2509000 -0.4483145  0.0000253 -0.0272129
 -1.2375000  0.2509000 -0.4538820  0.0000598 -0.0272047
 -1.2375000  0.2876000 -0.6188648  0.0000288 -0.0077827
 -1.2500000  0.2876000 -0.6112315  0.0000136 -0.0077832
 -1.2375000  0.3000000 -0.6565209 -0.0024775 -0.0038861
 -1.2500000  0.3000000 -0.6484184 -0.0024484 -0.0038877
 -1.2625000  0.2876000 -0.6035894  0.0000275 -0.0077856
 -1.2625000  0.2753000 -0.5495571  0.0000198 -0.0149795
 -1.2625000  0.3000000 -0.6403138 -0.0024164 -0.0038875
 -1.2750000  0.3000000 -0.6322088 -0.0023872 -0.0038887
 -1.2750000  0.2876000 -0.5959533  0.0000127 -0.0077852
 -1.2750000  0.2753000 -0.5426302  0.0000037 -0.0149845
 -1.2625000  0.2631000 -0.4958630  0.0000328 -0.0214480
 -1.2750000  0.2630000 -0.4896887  0.0000142 -0.0214599
 -1.2750000  0.2509000 -0.4371110  0.0000196 -0.0272207
 -1.2625000  0.2509000 -0.4426810  0.0000525 -0.0272151
 -1.2875000  0.2631000 -0.4833128  0.0000297 -0.0214524
 -1.2875000  0.2753000 -0.5356468  0.0000181 -0.0149825
 -1.3000000  0.2753000 -0.5287178  0.0000027 -0.0149866
 -1.3000000  0.2630000 -0.4771346  0.0000121 -0.0214631
 -1.3000000  0.2509000 -0.4259055  0.0000165 -0.0272248
 -1.2875000  0.2509000 -0.4314772  0.0000474 -0.0272206
 -1.2875000  0.2876000 -0.5883095  0.0000264 -0.0077870
 -1.3000000  0.2876000 -0.5806720  0.0000121 -0.0077862
 -1.2875000  0.3000000 -0.6241025 -0.0023552 -0.0038882
 -1.3000000  0.3000000 -0.6159964 -0.0023260 -0.0038891
 -1.3125000  0.2876000 -0.5730274  0.0000254 -0.0077877
 -1.3125000  0.2753000 -0.5217341  0.0000170 -0.0149839
 -1.3125000  0.3000000 -0.6078893 -0.0022940 -0.0038884
 -1.3250000  0.3000000 -0.5997828 -0.0022648 -0.0038892
 -1.3250000  0.2876000 -0.5653893  0.0000116 -0.0077866
 -1.3250000  0.2753000 -0.5148037  0.0000021 -0.0149875
 -1.3125000  0.2631000 -0.4707604  0.0000276 -0.0214547
 -1.3250000  0.2630000 -0.4645789  0.0000107 -0.0214645
 -1.3250000  0.2509000 -0.4146984  0.0000139 -0.0272268
 -1.3125000  0.2509000 -0.4202716  0.0000439 -0.0272238
 -1.3375000  0.2631000 -0.4582067  0.0000260 -0.0214554
 -1.3375000  0.2753000 -0.5078203  0.0000161 -0.0149843
 -1.3500000  0.2753000 -0.5008888  0.0000018 -0.0149876
 -1.3500000  0.2630000 -0.4520224  0.0000099 -0.0214649
 -1.3500000  0.2509000 -0.4034907  0.0000128 -0.0272274
 -1.3375000  0.2509000 -0.4090649  0.0000413 -0.0272248
 -1.3375000  0.2876000 -0.5577444  0.0000246 -0.0077878
 -1.3500000  0.2876000 -0.5501060  0.0000112 -0.0077866
 -1.3375000  0.3000000 -0.5916756 -0.0022328 -0.0038885
 -1.3500000  0.3000000 -0.5835691 -0.0022035 -0.0038892
 -1.3625000  0.2876000 -0.5424612  0.0000239 -0.0077877
 -1.3625000  0.2753000 -0.4939060  0.0000155 -0.0149842
 -1.3625000  0.3000000 -0.5754620 -0.0021716 -0.0038884
 -1.3750000  0.3000000 -0.5673557 -0.0021423 -0.0038891
 -1.3750000  0.2876000 -0.5348229  0.0000108 -0.0077864
 -1.3750000  0.2753000 -0.4869737  0.0000016 -0.0149873
 -1.3625000  0.2631000 -0.4456525  0.0000249 -0.0214555
 -1.3750000  0.2630000 -0.4394655  0.0000092 -0.0214646
 -1.3750000  0.2509000 -0.3922824  0.0000116 -0.0272273
 -1.3625000  0.2509000 -0.3978577  0.0000395 -0.0272252
 -1.3875000  0.2631000 -0.4330982  0.0000239 -0.0214550
 -1.3875000  0.2753000 -0.4799917  0.0000149 -0.0149838
 -1.4000000  0.2753000 -0.4730588  0.0000015 -0.0149868
 -1.4000000  0.2630000 -0.4269086  0.0000089 -0.0214641
 -1.4000000  0.2509000 -0.3810742  0.0000114 -0.0272267
 -1.3875000  0.2509000 -0.3866502  0.0000380 -0.0272246
 -1.3875000  0.2876000 -0.5271784  0.0000232 -0.0077874
 -1.4000000  0.2876000 -0.5195402  0.0000105 -0.0077861
 -1.3875000  0.3000000 -0.5592490 -0.0021104 -0.0038882
 -1.4000000  0.3000000 -0.5511430 -0.0020810 -0.0038889
 -1.4125000  0.2876000 -0.5118960  0.0000225 -0.0077871
 -1.4125000  0.2753000 -0.4660776  0.0000145 -0.0149833
 -1.4125000  0.3000000 -0.5430366 -0.0020492 -0.0038881
 -1.4250000  0.3000000 -0.5349310 -0.0020198 -0.0038887
 -1.4250000  0.2876000 -0.5042580  0.0000102 -0.0077858
 -1.4250000  0.2753000 -0.4591442  0.0000014 -0.0149863
 -1.4125000  0.2631000 -0.4205438  0.0000232 -0.0214545
 -1.4250000  0.2630000 -0.4143517  0.0000085 -0.0214635
 -1.4250000  0.2509000 -0.3698657  0.0000107 -0.0272261
 -1.4125000  0.2509000 -0.3754427  0.0000367 -0.0272242
 -1.4375000  0.2631000 -0.4079897  0.0000225 -0.0214538
 -1.4375000  0.2753000 -0.4521639  0.0000140 -0.0149828
 -1.4500000  0.2753000 -0.4452299  0.0000014 -0.0149858
 -1.4500000  0.2630000 -0.4017951  0.0000083 -0.0214628
 -1.4500000  0.2509000 -0.3586575  0.0000106 -0.0272253
 -1.4375000  0.2509000 -0.3642351  0.0000356 -0.0272233
 -1.4375000  0.2876000 -0.4966142  0.0000218 -0.0077868
 -1.4500000  0.2876000 -0.4889763  0.0000099 -0.0077855
 -1.4375000  0.3000000 -0.5268249 -0.0019880 -0.0038879
 -1.4500000  0.3000000 -0.5187196 -0.0019586 -0.0038886
 -1.4625000  0.2876000 -0.4813328  0.0000212 -0.0077865
 -1.4625000  0.2753000 -0.4382505  0.0000136 -0.0149823
 -1.4625000  0.3000000 -0.5106139 -0.0019268 -0.0038877
 -1.4750000  0.3000000 -0.5025089 -0.0018974 -0.0038884
 -1.4750000  0.2876000 -0.4736952  0.0000096 -0.0077852
 -1.4750000  0.2753000 -0.4313160  0.0000013 -0.0149853
 -1.4625000  0.2631000 -0.3954357  0.0000218 -0.0214532
 -1.4750000  0.2630000 -0.3892387  0.0000080 -0.0214622
 -1.4750000  0.2509000 -0.3474492  0.0000100 -0.0272246
 -1.4625000  0.2509000 -0.3530277  0.0000345 -0.0272227
 -1.4875000  0.2631000 -0.3828821  0.0000211 -0.0214525
 -1.4875000  0.2753000 -0.4243375  0.0000132 -0.0149818
 -1.5000000  0.2753000 -0.4174025  0.0000013 -0.0149848
 -1.5000000  0.2630000 -0.3766826  0.0000078 -0.0214615
 -1.5000000  0.2509000 -0.3362412  0.0000099 -0.0272238
 -1.4875000  0.2509000 -0.3418204  0.0000334 -0.0272218
 -1.4875000  0.2876000 -0.4660520  0.0000205 -0.0077863
 -1.5000000  0.2876000 -0.4584146  0.0000092 -0.0077849
 -1.4875000  0.3000000 -0.4944034 -0.0018657 -0.0038876
 -1.5000000  0.3000000 -0.4862987 -0.0018362 -0.0038883
 -1.5125000  0.2876000 -0.4507717  0.0000198 -0.0077860
 -1.5125000  0.2753000 -0.4104249  0.0000127 -0.0149813
 -1.5125000  0.3000000 -0.4781936 -0.0018045 -0.0038875
 -1.5250000  0.3000000 -0.4700891 -0.0017750 -0.0038882
 -1.5250000  0.2876000 -0.4431344  0.0000089 -0.0077847
 -1.5250000  0.2753000 -0.4034894  0.0000012 -0.0149843
 -1.5125000  0.2631000 -0.3703286  0.0000204 -0.0214519
 -1.5250000  0.2630000 -0.3641267  0.0000074 -0.0214609
 -1.5250000  0.2509000 -0.3250332  0.0000093 -0.0272231
 -1.5125000  0.2509000 -0.3306132  0.0000323 -0.0272212
 -1.5375000  0.2631000 -0.3577754  0.0000197 -0.0214512
 -1.5375000  0.2753000 -0.3965126  0.0000123 -0.0149809
 -1.5500000  0.2753000 -0.3895766  0.0000012 -0.0149839
 -1.5500000  0.2630000 -0.3515710  0.0000072 -0.0214602
 -1.5500000  0.2509000 -0.3138255  0.0000092 -0.0272224
 -1.5375000  0.2509000 -0.3194062  0.0000311 -0.0272203
 -1.5375000  0.2876000 -0.4354919  0.0000191 -0.0077857
 -1.5500000  0.2876000 -0.4278548  0.0000086 -0.0077844
 -1.5375000  0.3000000 -0.4619843 -0.0017433 -0.0038873
 -1.5500000  0.3000000 -0.4538802 -0.0017138 -0.0038880
 -1.5625000  0.2876000 -0.4202127  0.0000185 -0.0077855
 -1.5625000  0.2753000 -0.3826008  0.0000118 -0.0149804
 -1.5625000  0.3000000 -0.4457757 -0.0016822 -0.0038872
 -1.5750000  0.3000000 -0.4376718 -0.0016526 -0.0038879
 -1.5750000  0.2876000 -0.4125757  0.0000083 -0.0077841
 -1.5750000  0.2753000 -0.3756642  0.0000011 -0.0149833
 -1.5625000  0.2631000 -0.3452225  0.0000189 -0.0214506
 -1.5750000  0.2630000 -0.3390156  0.0000069 -0.0214596
 -1.5750000  0.2509000 -0.3026177  0.0000086 -0.0272217
 -1.5625000  0.2509000 -0.3081993  0.0000300 -0.0272198
 -1.5875000  0.2631000 -0.3326697  0.0000182 -0.0214499
 -1.5875000  0.2753000 -0.3686893  0.0000114 -0.0149798
 -1.6000000  0.2753000 -0.3617522  0.0000011 -0.0149828
 -1.6000000  0.2630000 -0.3264604  0.0000067 -0.0214589
 -1.6000000  0.2509000 -0.2914102  0.0000085 -0.0272210
 -1.5875000  0.2509000 -0.2969924  0.0000289 -0.0272189
 -1.5875000  0.2876000 -0.4049339  0.0000178 -0.0077852
 -1.6000000  0.2876000 -0.3972971  0.0000080 -0.0077838
 -1.5875000  0.3000000 -0.4295677 -0.0016210 -0.0038870
 -1.6000000  0.3000000 -0.4214641 -0.0015914 -0.0038877
 -1.6125000  0.2876000 -0.3896557  0.0000171 -0.0077849
 -1.6125000  0.2753000 -0.3547781  0.0000110 -0.0149794
 -1.6125000  0.3000000 -0.4133603 -0.0015599 -0.0038869
 -1.6250000  0.3000000 -0.4052571 -0.0015302 -0.0038876
 -1.6250000  0.2876000 -0.3820190  0.0000077 -0.0077835
 -1.6250000  0.2753000 -0.3478404  0.0000011 -0.0149824
 -1.6125000  0.2631000 -0.3201172  0.0000176 -0.0214493
 -1.6250000  0.2630000 -0.3139053  0.0000065 -0.0214584
 -1.6250000  0.2509000 -0.2802025  0.0000081 -0.0272205
 -1.6125000  0.2509000 -0.2857856  0.0000279 -0.0272184
 -1.6375000  0.2631000 -0.3075647  0.0000171 -0.0214489
 -1.6375000  0.2753000 -0.3408671  0.0000106 -0.0149790
 -1.6500000  0.2753000 -0.3339288  0.0000012 -0.0149821
 -1.6500000  0.2630000 -0.3013502  0.0000065 -0.0214582
 -1.6500000  0.2509000 -0.2689948  0.0000085 -0.0272203
 -1.6375000  0.2509000 -0.2745788  0.0000271 -0.0272179
 -1.6375000  0.2876000 -0.3743779  0.0000165 -0.0077846
 -1.6500000  0.2876000 -0.3667413  0.0000074 -0.0077833
 -1.6375000  0.3000000 -0.3971537 -0.0014988 -0.0038867
 -1.6500000  0.3000000 -0.3890507 -0.0014691 -0.0038874
 -1.6625000  0.2876000 -0.3591004  0.0000159 -0.0077845
 -1.6625000  0.2753000 -0.3269562  0.0000104 -0.0149789
 -1.6625000  0.3000000 -0.3809475 -0.0014376 -0.0038866
 -1.6750000  0.3000000 -0.3728447 -0.0014079 -0.0038874
 -1.6750000  0.2876000 -0.3514638  0.0000072 -0.0077833
 -1.6750000  0.2753000 -0.3200170  0.0000014 -0.0149822
 -1.6625000  0.2631000 -0.2950120  0.0000168 -0.0214490
 -1.6750000  0.2630000 -0.2887947  0.0000068 -0.0214586
 -1.6750000  0.2509000 -0.2577865  0.0000091 -0.0272210
 -1.6625000  0.2509000 -0.2633716  0.0000268 -0.0272183
 -1.6875000  0.2631000 -0.2824587  0.0000169 -0.0214498
 -1.6875000  0.2753000 -0.3130448  0.0000104 -0.0149793
 -1.7000000  0.2753000 -0.3061044  0.0000019 -0.0149831
 -1.7000000  0.2630000 -0.2762383  0.0000078 -0.0214600
 -1.7000000  0.2509000 -0.2465776  0.0000108 -0.0272230
 -1.6875000  0.2509000 -0.2521639  0.0000271 -0.0272193
 -1.6875000  0.2876000 -0.3438228  0.0000153 -0.0077847
 -1.7000000  0.2876000 -0.3361857  0.0000071 -0.0077837
 -1.6875000  0.3000000 -0.3647415 -0.0013765 -0.0038867
 -1.7000000  0.3000000 -0.3566385 -0.0013467 -0.0038875
 -1.7125000  0.2876000 -0.3285442  0.0000149 -0.0077853
 -1.7125000  0.2753000 -0.2991322  0.0000107 -0.0149808
 -1.7125000  0.3000000 -0.3485348 -0.0013154 -0.0038870
 -1.7250000  0.3000000 -0.3404311 -0.0012855 -0.0038880
 -1.7250000  0.2876000 -0.3209061  0.0000071 -0.0077847
 -1.7250000  0.2753000 -0.2921900  0.0000028 -0.0149853
 -1.7125000  0.2631000 -0.2699042  0.0000177 -0.0214521
 -1.7250000  0.2630000 -0.2636803  0.0000094 -0.0214633
 -1.7250000  0.2509000 -0.2353672  0.0000134 -0.0272272
 -1.7125000  0.2509000 -0.2409552  0.0000284 -0.0272225
 -1.7375000  0.2631000 -0.2573475  0.0000195 -0.0214566
 -1.7375000  0.2753000 -0.2852172  0.0000114 -0.0149839
 -1.7500000  0.2753000 -0.2782724  0.0000043 -0.0149896
 -1.7500000  0.2630000 -0.2511194  0.0000122 -0.0214696
 -1.7500000  0.2509000 -0.2241547  0.0000182 -0.0272350
 -1.7375000  0.2509000 -0.2297447  0.0000313 -0.0272282
 -1.7375000  0.2876000 -0.3132633  0.0000147 -0.0077868
 -1.7500000  0.2876000 -0.3056232  0.0000073 -0.0077869
 -1.7375000  0.3000000 -0.3323262 -0.0012542 -0.0038877
 -1.7500000  0.3000000 -0.3242207 -0.0012243 -0.0038890
 -1.7625000  0.2876000 -0.2979780  0.0000147 -0.0077897
 -1.7625000  0.2753000 -0.2712978  0.0000129 -0.0149896
 -1.7625000  0.3000000 -0.3161133 -0.0011929 -0.0038891
 -1.7750000  0.3000000 -0.3080044 -0.0011630 -0.0038909
 -1.7750000  0.2876000 -0.2903344  0.0000079 -0.0077907
 -1.7750000  0.2753000 -0.2643492  0.0000066 -0.0149971
 -1.7625000  0.2631000 -0.2447870  0.0000225 -0.0214649
 -1.7750000  0.2630000 -0.2385537  0.0000165 -0.0214803
 -1.7750000  0.2509000 -0.2129386  0.0000253 -0.0272483
 -1.7625000  0.2509000 -0.2185314  0.0000364 -0.0272385
 -1.7875000  0.2631000 -0.2322206  0.0000275 -0.0214787
 -1.7875000  0.2753000 -0.2573712  0.0000153 -0.0149994
 -1.8000000  0.2753000 -0.2504168  0.0000100 -0.0150096
 -1.8000000  0.2630000 -0.2259806  0.0000231 -0.0214977
 -1.8000000  0.2509000 -0.2017175  0.0000360 -0.0272693
 -1.7875000  0.2509000 -0.2073138  0.0000443 -0.0272552
 -1.7875000  0.2876000 -0.2826848  0.0000150 -0.0077948
 -1.8000000  0.2876000 -0.2750353  0.0000088 -0.0077972
 -1.7875000  0.3000000 -0.2998925 -0.0011316 -0.0038915
 -1.8000000  0.3000000 -0.2917776 -0.0011015 -0.0038941
 -1.8125000  0.2876000 -0.2673786  0.0000159 -0.0078030
 -1.8125000  0.2753000 -0.2434332  0.0000190 -0.0150150
 -1.8125000  0.3000000 -0.2836581 -0.0010701 -0.0038956
 -1.8250000  0.3000000 -0.2755337 -0.0010398 -0.0038993
 -1.8250000  0.2876000 -0.2597200  0.0000103 -0.0078075
 -1.8250000  0.2753000 -0.2364703  0.0000148 -0.0150290
 -1.8125000  0.2631000 -0.2196452  0.0000348 -0.0215004
 -1.8250000  0.2630000 -0.2133965  0.0000323 -0.0215245
 -1.8250000  0.2509000 -0.1904888  0.0000508 -0.0273015
 -1.8125000  0.2509000 -0.1960900  0.0000563 -0.0272815
 -1.8375000  0.2631000 -0.2070564  0.0000453 -0.0215331
 -1.8375000  0.2753000 -0.2294781  0.0000242 -0.0150388
 -1.8500000  0.2753000 -0.2225031  0.0000214 -0.0150579
 -1.8500000  0.2630000 -0.2007966  0.0000449 -0.0215641
 -1.8500000  0.2509000 -0.1792499  0.0000711 -0.0273484
 -1.8375000  0.2509000 -0.1848574  0.0000729 -0.0273204
 -1.8375000  0.2876000 -0.2520522  0.0000173 -0.0078156
 -1.8500000  0.2876000 -0.2443800  0.0000124 -0.0078229
 -1.8375000  0.3000000 -0.2674022 -0.0010082 -0.0039020
 -1.8500000  0.3000000 -0.2592629 -0.0009778 -0.0039071
 -1.8625000  0.2876000 -0.2366958  0.0000194 -0.0078344
 -1.8625000  0.2753000 -0.2154981  0.0000314 -0.0150736
 -1.8625000  0.3000000 -0.2511134 -0.0009460 -0.0039115
 -1.8750000  0.3000000 -0.2429523 -0.0009153 -0.0039186
 -1.8750000  0.2876000 -0.2290038  0.0000153 -0.0078454
 -1.8750000  0.2753000 -0.2085065  0.0000299 -0.0150994
 -1.8625000  0.2631000 -0.1944491  0.0000592 -0.0215804
 -1.8750000  0.2630000 -0.1881749  0.0000612 -0.0216202
 -1.8750000  0.2509000 -0.1679971  0.0000968 -0.0274145
 -1.8625000  0.2509000 -0.1736129  0.0000951 -0.0273765
 -1.8875000  0.2631000 -0.1818165  0.0000769 -0.0216463
 -1.8875000  0.2753000 -0.2014835  0.0000405 -0.0151226
 -1.9000000  0.2753000 -0.1944697  0.0000403 -0.0151566
 -1.9000000  0.2630000 -0.1755242  0.0000810 -0.0216967
 -1.9000000  0.2509000 -0.1567265  0.0001280 -0.0275038
 -1.8875000  0.2509000 -0.1623525  0.0001229 -0.0274536
 -1.8875000  0.2876000 -0.2212964  0.0000223 -0.0078610
 -1.9000000  0.2876000 -0.2135769  0.0000189 -0.0078766
 -1.8875000  0.3000000 -0.2347766 -0.0008832 -0.0039252
 -1.9000000  0.3000000 -0.2265843 -0.0008521 -0.0039347
 -1.9125000  0.2876000 -0.2058378  0.0000258 -0.0078973
 -1.9125000  0.2753000 -0.1874228  0.0000513 -0.0151886
 -1.9125000  0.3000000 -0.2183723 -0.0008196 -0.0039440
 -1.9250000  0.3000000 -0.2101379 -0.0007880 -0.0039564
 -1.9250000  0.2876000 -0.1980818  0.0000230 -0.0079182
 -1.9250000  0.2753000 -0.1803803  0.0000521 -0.0152319
 -1.9125000  0.2631000 -0.1691509  0.0000975 -0.0217342
 -1.9250000  0.2630000 -0.1628366  0.0001030 -0.0217965
 -1.9250000  0.2509000 -0.1454340  0.0001621 -0.0276193
 -1.9125000  0.2509000 -0.1510724  0.0001552 -0.0275559
 -1.9375000  0.2631000 -0.1564447  0.0001192 -0.0218458
 -1.9375000  0.2753000 -0.1733031  0.0000628 -0.0152735
 -1.9500000  0.2753000 -0.1662258  0.0000637 -0.0153262
 -1.9500000  0.2630000 -0.1501047  0.0001243 -0.0219197
 -1.9500000  0.2509000 -0.1341164  0.0001946 -0.0277605
 -1.9375000  0.2509000 -0.1397685  0.0001885 -0.0276845
 -1.9375000  0.2876000 -0.1903015  0.0000297 -0.0079444
 -1.9500000  0.2876000 -0.1824991  0.0000272 -0.0079709
 -1.9375000  0.3000000 -0.2018775 -0.0007551 -0.0039688
 -1.9500000  0.3000000 -0.1935884 -0.0007228 -0.0039842
 -1.9625000  0.2876000 -0.1746681  0.0000332 -0.0080024
 -1.9625000  0.2753000 -0.1591126  0.0000730 -0.0153763
 -1.9625000  0.3000000 -0.1852671 -0.0006894 -0.0039995
 -1.9750000  0.3000000 -0.1769111 -0.0006564 -0.0040176
 -1.9750000  0.2876000 -0.1668108  0.0000304 -0.0080335
 -1.9750000  0.2753000 -0.1519957  0.0000723 -0.0154363
 -1.9625000  0.2631000 -0.1436912  0.0001377 -0.0219794
 -1.9750000  0.2630000 -0.1373235  0.0001390 -0.0220615
 -1.9750000  0.2509000 -0.1227719  0.0002155 -0.0279209
 -1.9625000  0.2509000 -0.1284382  0.0002160 -0.0278367
 -1.9875000  0.2631000 -0.1308880  0.0001453 -0.0221259
 -1.9875000  0.2753000 -0.1448433  0.0000779 -0.0154913
 -2.0000000  0.2753000 -0.1376862  0.0000729 -0.0155526
 -2.0000000  0.2630000 -0.1244939  0.0001374 -0.0222078
 -2.0000000  0.2509000 -0.1114035  0.0002096 -0.0280831
 -1.9875000  0.2509000 -0.1170819  0.0002251 -0.0280010
 -1.9875000  0.2876000 -0.1589219  0.0000349 -0.0080684
 -2.0000000  0.2876000 -0.1510050  0.0000308 -0.0081012
 -1.9875000  0.3000000 -0.1685180 -0.0006224 -0.0040351
 -2.0000000  0.3000000 -0.1600866 -0.0005889 -0.0040545
 -2.0125000  0.2876000 -0.1430572  0.0000325 -0.0081353
 -2.0125000  0.2753000 -0.1304975  0.0000715 -0.0156041
 -2.0125000  0.3000000 -0.1516166 -0.0005544 -0.0040720
 -2.0250000  0.3000000 -0.1431100 -0.0005205 -0.0040898
 -2.0250000  0.2876000 -0.1350846  0.0000257 -0.0081638
 -2.0250000  0.2753000 -0.1233074  0.0000581 -0.0156553
 -2.0125000  0.2631000 -0.1180406  0.0001300 -0.0222651
 -2.0250000  0.2630000 -0.1116281  0.0001051 -0.0223307
 -2.0250000  0.2509000 -0.1000217  0.0001532 -0.0282131
 -2.0125000  0.2509000 -0.1057058  0.0001965 -0.0281527
 -2.0375000  0.2631000 -0.1051696  0.0000749 -0.0223599
 -2.0375000  0.2753000 -0.1160957  0.0000451 -0.0156882
 -2.0500000  0.2753000 -0.1088935  0.0000181 -0.0157101
 -2.0500000  0.2630000 -0.0987571  0.0000227 -0.0223828
 -2.0500000  0.2509000 -0.0886503  0.0000155 -0.0282538
 -2.0375000  0.2509000 -0.0943260  0.0001029 -0.0282469
 -2.0375000  0.2876000 -0.1270889  0.0000230 -0.0081890
 -2.0500000  0.2876000 -0.1190807  0.0000115 -0.0082029
 -2.0375000  0.3000000 -0.1345707 -0.0004859 -0.0041033
 -2.0500000  0.3000000 -0.1260061 -0.0004520 -0.0041142
 -2.0625000  0.2876000 -0.1110679  0.0000022 -0.0082065
 -2.0625000  0.2753000 -0.1016887 -0.0000122 -0.0157006
 -2.0625000  0.3000000 -0.1174267 -0.0004178 -0.0041173
 -2.0750000  0.3000000 -0.1088483 -0.0003845 -0.0041134
 -2.0750000  0.2876000 -0.1030681 -0.0000160 -0.0081906
 -2.0750000  0.2753000 -0.0945152 -0.0000584 -0.0156648
 -2.0625000  0.2631000 -0.0923192 -0.0000411 -0.0223515
 -2.0750000  0.2630000 -0.0859412 -0.0001318 -0.0222926
 -2.0750000  0.2509000 -0.0773342 -0.0002393 -0.0281190
 -2.0625000  0.2509000 -0.0829758 -0.0000897 -0.0282126
 -2.0875000  0.2631000 -0.0795686 -0.0002396 -0.0221558
 -2.0875000  0.2753000 -0.0873710 -0.0001114 -0.0155801
 -2.1000000  0.2753000 -0.0802945 -0.0001817 -0.0154494
 -2.1000000  0.2630000 -0.0732815 -0.0003778 -0.0219644
 -2.1000000  0.2509000 -0.0661503 -0.0006430 -0.0276924
 -2.0875000  0.2509000 -0.0717145 -0.0004163 -0.0279482
 -2.0875000  0.2876000 -0.0950982 -0.0000339 -0.0081548
 -2.1000000  0.2876000 -0.0871847 -0.0000606 -0.0080887
 -2.0875000  0.3000000 -0.1002911 -0.0003515 -0.0040968
 -2.1000000  0.3000000 -0.0917815 -0.0003199 -0.0040677
 -2.1125000  0.2876000 -0.0793553 -0.0000884 -0.0079914
 -2.1125000  0.2753000 -0.0732954 -0.0002605 -0.0152491
 -2.1125000  0.3000000 -0.0833520 -0.0002891 -0.0040199
 -2.1250000  0.3000000 -0.0750415 -0.0002599 -0.0039534
